"Step","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - replay_buffer/distance_distribution_on_policy","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - replay_buffer/distance_distribution_on_policy__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - replay_buffer/distance_distribution_on_policy__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - replay_buffer/distance_distribution_on_policy","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - replay_buffer/distance_distribution_on_policy__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - replay_buffer/distance_distribution_on_policy__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - replay_buffer/distance_distribution_on_policy","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - replay_buffer/distance_distribution_on_policy__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - replay_buffer/distance_distribution_on_policy__MAX"
"2304","1.873276424407959","1.6721627712249756","2.264770746231079","1.9984793663024902","1.712383508682251","2.332549571990967","2.6507442474365233","1.8108494281768799","3.2997448444366455"
"2432","1.8656943082809447","1.49468994140625","2.380319833755493","1.9840540409088134","1.6616551876068115","2.449720859527588","2.82122483253479","1.6976678371429443","3.4415338039398193"
"2560","1.8370849609375","1.4753594398498535","2.284134864807129","1.9924309015274049","1.6421799659729004","2.4784932136535645","2.827849578857422","1.8584790229797363","3.3894383907318115"
"2688","1.892913293838501","1.5085961818695068","2.365239381790161","1.9701207637786866","1.6337544918060303","2.5438311100006104","2.9660337924957276","2.2664198875427246","3.376669406890869"
"2816","1.9029896259307861","1.4156651496887207","2.387838840484619","1.9293256998062134","1.5571702718734741","2.57973051071167","2.992396831512451","2.3101441860198975","3.6105692386627197"
"2944","1.8596179485321045","1.3449440002441406","2.420657157897949","1.8537059545516967","1.4732095003128052","2.6143274307250977","2.73244571685791","2.0873007774353027","3.1367740631103516"
"3072","1.8121085166931152","1.2584810256958008","2.2776989936828613","1.7922367572784423","1.3731458187103271","2.5663206577301025","2.7639535903930663","2.2050282955169678","3.2991690635681152"
"3200","1.8369434595108032","1.2600793838500977","2.3486084938049316","1.7987958192825317","1.4187321662902832","2.6179800033569336","2.910894584655762","2.159047842025757","3.530452013015747"
"3328","1.8951574563980103","1.2061325311660767","2.4119815826416016","1.7981910943984984","1.3396098613739014","2.4870123863220215","2.959328460693359","2.101923704147339","3.314716339111328"
"3456","1.885329294204712","1.1462452411651611","2.307888984680176","1.7524410486221313","1.2822697162628174","2.4964752197265625","2.5737490177154543","2.166274070739746","2.9554238319396973"
"3584","1.8741259336471559","1.1483205556869507","2.289977550506592","1.7784084320068358","1.338029146194458","2.5993213653564453","2.785031461715698","2.2551746368408203","3.30893874168396"
"3712","1.8946983575820924","1.1780495643615723","2.2931947708129883","1.8045121908187867","1.4106690883636475","2.5257744789123535","2.7992629051208495","1.79709792137146","3.6874120235443115"
"3840","1.88531551361084","1.1746108531951904","2.2153396606445312","1.785550093650818","1.3834576606750488","2.3580949306488037","2.4129268169403075","1.6511344909667969","3.643933057785034"
"3968","1.8748687982559205","1.151762843132019","2.260845899581909","1.7859472274780273","1.3587185144424438","2.3583731651306152","2.6903430938720705","1.4938178062438965","3.694211959838867"
"4096","1.882895565032959","1.157288908958435","2.2252845764160156","1.7534496307373046","1.3080723285675049","2.3795013427734375","2.810331177711487","1.5144277811050415","3.6732895374298096"
"4224","1.8216713666915894","1.1312940120697021","2.2520785331726074","1.681859064102173","1.3340177536010742","2.178138256072998","2.783081865310669","1.4804279804229736","3.243313789367676"
"4352","1.8123694896697997","1.1997408866882324","2.186946392059326","1.7128595113754272","1.3982770442962646","2.2460031509399414","2.5008572816848753","1.3800110816955566","3.2896504402160645"
"4480","1.873014211654663","1.203143835067749","2.240084409713745","1.7584646463394165","1.4302008152008057","2.2782535552978516","2.6879387378692625","1.9451704025268555","3.3163139820098877"
"4608","1.9053370952606201","1.17936110496521","2.2637805938720703","1.7640029430389403","1.432805061340332","2.147979259490967","2.9538439750671386","2.244220495223999","3.296461582183838"
"4736","1.8398562908172607","1.2419965267181396","2.159849166870117","1.7296727180480957","1.422788143157959","2.095974922180176","2.672250843048096","2.1567306518554688","3.172813892364502"
"4864","1.8713987112045287","1.2559030055999756","2.198885440826416","1.7044275283813477","1.3361237049102783","2.1095738410949707","2.8323570728302","2.005450963973999","3.5361690521240234"
"4992","1.8873514652252197","1.2811267375946045","2.232438564300537","1.6301419019699097","1.2909563779830933","1.9679186344146729","2.5199725151062013","1.4437735080718994","3.4676127433776855"
"5120","1.8427078008651734","1.26332426071167","2.231123208999634","1.6988747596740723","1.4081590175628662","2.0087215900421143","2.9486313819885255","2.6626241207122803","3.352663040161133"
"5248","1.8382860660552978","1.3088247776031494","2.1433162689208984","1.6980175971984863","1.4105452299118042","2.083946943283081","2.1445384979248048","1.5083554983139038","2.934638500213623"
"5376","1.8574909210205077","1.3225820064544678","2.09934663772583","1.7379640817642212","1.4830409288406372","2.1205830574035645","3.010079765319824","2.830327033996582","3.257338285446167"
"5504","1.8629281759262084","1.3067346811294556","2.0897021293640137","1.658585524559021","1.405561923980713","2.003021001815796","2.80981822013855","1.7834644317626953","3.326688528060913"
"5632","1.831646990776062","1.313101053237915","2.10321044921875","1.7003817319869996","1.4338082075119019","2.103957414627075","2.852852630615234","2.007530689239502","3.4139885902404785"
"5760","1.813645887374878","1.345695972442627","2.07315731048584","1.7076721906661987","1.52150297164917","2.0157113075256348","3.023528051376343","2.8151803016662598","3.4795172214508057"
"5888","1.813936972618103","1.3394789695739746","2.003577709197998","1.7415045738220214","1.504783272743225","2.060659646987915","2.750266456604004","1.8340089321136475","3.6741714477539062"
"6016","1.853467011451721","1.3708374500274658","2.1021313667297363","1.7267655849456787","1.5109069347381592","2.0499050617218018","2.7883145809173584","2.351233720779419","3.724337100982666"
"6144","1.8162382125854493","1.3181936740875244","2.0929009914398193","1.735495924949646","1.4986772537231445","1.981831669807434","2.9371598243713377","2.477550506591797","3.2260687351226807"
"6272","1.8387208700180053","1.3006935119628906","2.099414587020874","1.7282476663589477","1.4027867317199707","2.021494150161743","2.9916890621185304","2.3171849250793457","3.6016087532043457"
"6400","1.8522810697555543","1.3165456056594849","2.2064669132232666","1.738912320137024","1.4351564645767212","2.0611066818237305","2.8273669242858888","1.9005920886993408","3.5081212520599365"
"6528","1.841379952430725","1.2654942274093628","2.128618001937866","1.719732689857483","1.3516792058944702","2.071995735168457","2.7233420848846435","2.187252998352051","3.2840945720672607"
"6656","1.821995162963867","1.300493836402893","2.1570537090301514","1.7180448770523071","1.3976120948791504","1.9718523025512695","3.117151069641113","2.2513344287872314","3.6897192001342773"
"6784","1.8257466554641724","1.2676844596862793","2.1567649841308594","1.7133533954620361","1.4171583652496338","1.9548466205596924","3.0963475704193115","2.3732051849365234","3.4845709800720215"
"6912","1.8431604385375977","1.3128457069396973","2.1863560676574707","1.7452537298202515","1.4178017377853394","2.032015800476074","2.7652667999267577","1.9301667213439941","3.425961971282959"
"7040","1.8657058954238892","1.2872099876403809","2.2707223892211914","1.7658499956130982","1.450065016746521","2.07812237739563","2.5917787075042726","2.0708024501800537","3.213427782058716"
"7168","1.8310848474502563","1.3291901350021362","2.163813591003418","1.7220717668533325","1.4022752046585083","2.06240177154541","2.4162405014038084","2.0031776428222656","2.9634153842926025"
"7296","1.860159945487976","1.3690171241760254","2.2136335372924805","1.747550868988037","1.4115889072418213","2.1014621257781982","2.560814094543457","2.011657238006592","3.0475664138793945"
"7424","1.8569343090057373","1.388758659362793","2.1997854709625244","1.712787914276123","1.388095498085022","2.0187089443206787","2.23769326210022","2.0143954753875732","2.556549549102783"
"7552","1.8596364974975585","1.3917622566223145","2.1431758403778076","1.718158984184265","1.41645348072052","2.0286107063293457","2.347838020324707","1.8451988697052002","2.6839599609375"
"7680","1.8748697280883788","1.4122939109802246","2.196706533432007","1.730072808265686","1.378767728805542","2.0492331981658936","2.41103048324585","1.755180835723877","2.860468864440918"
"7808","1.866130542755127","1.4382643699645996","2.1449222564697266","1.7382491111755372","1.4259847402572632","2.0558502674102783","2.6057734966278074","1.6786761283874512","3.0958194732666016"
"7936","1.8770584344863892","1.4035907983779907","2.1945433616638184","1.7142371654510498","1.4480030536651611","1.9755558967590332","2.838607835769653","2.2365505695343018","3.330235481262207"
"8064","1.8611554861068726","1.3955841064453125","2.161548614501953","1.7726295709609985","1.4610235691070557","2.081479787826538","2.856609010696411","2.502988815307617","3.2846522331237793"
"8192","1.8724231243133544","1.4420794248580933","2.138821840286255","1.740679717063904","1.4857025146484375","1.965651512145996","2.9248620510101317","2.6902456283569336","3.30863356590271"
"8320","1.8244458436965942","1.3574137687683105","2.110283851623535","1.7286340713500976","1.425241231918335","1.9812308549880981","3.1240638732910155","2.811979055404663","3.4236960411071777"
"8448","1.8187864542007446","1.401818871498108","2.0935451984405518","1.7563440322875976","1.4430341720581055","1.9958343505859375","2.8176616191864015","1.6779098510742188","3.6377243995666504"
"8576","1.81975200176239","1.408469557762146","2.145453453063965","1.7308485746383666","1.4488229751586914","1.978165626525879","3.079435920715332","2.531984329223633","3.5287482738494873"
"8704","1.8314585447311402","1.4234741926193237","2.1143980026245117","1.731361413002014","1.4215104579925537","2.017376661300659","2.903619813919067","2.349179267883301","3.4256820678710938"
"8832","1.7898831129074098","1.3380708694458008","1.9752347469329834","1.7398001194000243","1.418304204940796","1.9622914791107178","2.82065863609314","2.5624871253967285","3.4672865867614746"
"8960","1.7945422172546386","1.3883122205734253","1.9851510524749756","1.6906363248825074","1.439476490020752","1.8970558643341064","2.7359220504760744","2.3505759239196777","3.2518272399902344"
"9088","1.7666439056396483","1.3946080207824707","1.9397056102752686","1.749875259399414","1.5304529666900635","1.9688782691955566","2.7989969730377195","2.2169156074523926","3.247420310974121"
"9216","1.7762407779693603","1.3779020309448242","1.9840662479400635","1.7077138423919678","1.4367561340332031","1.9088804721832275","2.589559459686279","2.1496362686157227","2.760704517364502"
"9344","1.7391476392745973","1.3822922706604004","1.9204286336898804","1.7332222938537598","1.459059238433838","1.967658519744873","2.7015897274017333","2.2224316596984863","3.280461549758911"
"9472","1.7353232622146606","1.355753779411316","1.9221607446670532","1.7287323474884033","1.4500091075897217","1.9649962186813354","2.5349748134613037","1.7248163223266602","3.1092844009399414"
"9600","1.745482873916626","1.395724892616272","1.914903163909912","1.766549563407898","1.485337734222412","2.0085737705230713","2.476863431930542","1.8253448009490967","2.9276068210601807"
"9728","1.7305542707443238","1.422646403312683","1.9551208019256592","1.7536579847335816","1.4820103645324707","1.9765563011169434","2.4198757648468017","1.8525784015655518","2.8740248680114746"
"9856","1.7449517488479613","1.4111138582229614","1.9403767585754395","1.7583436489105224","1.5379000902175903","1.955953598022461","2.7566114902496337","1.9531726837158203","3.2425894737243652"
"9984","1.7340215921401978","1.4234280586242676","1.8957322835922241","1.7355460405349732","1.4919147491455078","1.9175018072128296","2.6582529544830322","2.0814290046691895","3.577110767364502"
"10112","1.7451035022735595","1.4131393432617188","1.9548076391220093","1.7351827383041383","1.5471524000167847","1.9271970987319946","2.761778163909912","2.1762917041778564","3.1907541751861572"
"10240","1.7282267332077026","1.4126311540603638","1.9427794218063354","1.7210134744644165","1.5337703227996826","1.8994677066802979","2.6883419513702393","2.2574141025543213","3.0629615783691406"
"10368","1.7163280963897705","1.4273899793624878","1.8735806941986084","1.7595440864562988","1.5737406015396118","1.9318703413009644","2.753851795196533","2.1771581172943115","3.619279146194458"
"10496","1.7139883995056153","1.486035943031311","1.9152941703796387","1.7328206777572632","1.565117597579956","1.896294355392456","2.759160041809082","2.0327494144439697","3.4326014518737793"
"10624","1.6908180952072143","1.4537458419799805","1.907607913017273","1.7315893411636352","1.5747385025024414","1.8736002445220947","2.837494230270386","1.8686788082122803","3.4148762226104736"
"10752","1.6920989274978637","1.4756821393966675","1.8437689542770386","1.7043264865875245","1.5576506853103638","1.9094116687774658","2.5586663722991942","1.6425557136535645","3.14266037940979"
"10880","1.7206915140151977","1.5506223440170288","1.9008517265319824","1.6923789024353026","1.565260410308838","1.9085954427719116","2.8471718549728395","1.9261938333511353","3.3550357818603516"
"11008","1.7229723930358887","1.5328986644744873","1.9260221719741821","1.687146210670471","1.555425763130188","1.9668793678283691","2.791490650177002","2.075986623764038","3.2136740684509277"
"11136","1.6982319116592408","1.493861436843872","1.92355215549469","1.6497986316680908","1.5080125331878662","1.8347597122192383","2.6029097557067873","2.1626381874084473","2.975027561187744"
"11264","1.7025213718414307","1.5167089700698853","1.9034225940704346","1.6668703317642213","1.5112910270690918","1.8928453922271729","2.8813437461853026","2.279092311859131","3.750791549682617"
"11392","1.7023830652236938","1.5183345079421997","1.9396469593048096","1.6715054988861084","1.5390727519989014","1.9184749126434326","2.6825535774230955","1.855072021484375","3.308894395828247"
"11520","1.6974835395812988","1.5563223361968994","1.8797245025634766","1.6527871370315552","1.4167134761810303","1.8794279098510742","2.7259757995605467","2.105679512023926","3.5317397117614746"
"11648","1.676323127746582","1.4895341396331787","1.9023396968841553","1.6448405981063843","1.4673817157745361","1.854236125946045","2.7603222846984865","2.0836920738220215","3.3564047813415527"
"11776","1.6781415224075318","1.484508991241455","1.9385356903076172","1.6477532148361207","1.426133155822754","1.8868021965026855","2.8246272087097166","2.0337352752685547","3.240781307220459"
"11904","1.6752852916717529","1.4858198165893555","1.9031238555908203","1.6206027269363403","1.4185062646865845","1.88206946849823","2.7462417840957642","1.8385034799575806","3.180084228515625"
"12032","1.6620768308639526","1.4401190280914307","1.9347264766693115","1.6331159830093385","1.373273253440857","1.8699977397918701","2.7742302417755127","1.9378478527069092","3.3318209648132324"
"12160","1.6809398651123046","1.4964320659637451","1.8904941082000732","1.660660171508789","1.4251844882965088","1.9075770378112793","2.6461511611938477","2.0326340198516846","3.2139487266540527"
"12288","1.6269668579101562","1.3810045719146729","1.8787153959274292","1.6417720556259154","1.3333239555358887","1.9125938415527344","2.1843937397003175","1.867027997970581","2.845275402069092"
"12416","1.6713813066482544","1.4234052896499634","2.002521514892578","1.61908962726593","1.2922576665878296","1.8475010395050049","2.4477460384368896","1.758107304573059","3.3143908977508545"
"12544","1.6446555137634278","1.3865439891815186","1.9258790016174316","1.62509183883667","1.3421063423156738","1.8554233312606812","2.605541944503784","1.9295704364776611","3.0980982780456543"
"12672","1.6518510341644288","1.4623994827270508","1.8883774280548096","1.6086602926254272","1.3075357675552368","1.8990318775177002","2.0777888536453246","1.8469839096069336","2.4558417797088623"
"12800","1.631991457939148","1.3687827587127686","1.8893632888793945","1.6075687170028687","1.246524453163147","1.910477638244629","2.5150964498519897","1.836016297340393","3.11080002784729"
"12928","1.6107433080673217","1.3722113370895386","1.9164739847183228","1.5893266201019287","1.2953282594680786","1.885210394859314","1.926888394355774","1.7650943994522095","2.0973148345947266"
"13056","1.6341756105422973","1.3715722560882568","1.9442106485366821","1.6055846452713012","1.2090059518814087","1.8853647708892822","2.490924572944641","1.7914941310882568","3.339963674545288"
"13184","1.6390905380249023","1.358412742614746","1.9134418964385986","1.5819947004318238","1.2390801906585693","1.8806345462799072","2.318100023269653","1.8043439388275146","2.8529515266418457"
"13312","1.6172936677932739","1.3772755861282349","1.8391525745391846","1.6015311002731323","1.2631884813308716","1.850027322769165","2.665215015411377","1.758908748626709","3.2808704376220703"
"13440","1.613071084022522","1.376176357269287","1.864990234375","1.5612860202789307","1.219719648361206","1.8669214248657227","2.7009143352508547","1.7860643863677979","3.196939468383789"
"13568","1.622138214111328","1.3780850172042847","1.8943885564804077","1.5775733232498168","1.2080148458480835","1.921189785003662","2.65690131187439","1.6930484771728516","3.4049453735351562"
"13696","1.6392874240875244","1.3841979503631592","1.9343929290771484","1.5975494623184203","1.2792141437530518","1.9710490703582764","2.5262106895446776","1.7769775390625","3.038755416870117"
"13824","1.6480750799179078","1.373796820640564","1.9381771087646484","1.612268090248108","1.249586820602417","1.992955207824707","2.5836522817611693","1.7843371629714966","3.32120943069458"
"13952","1.6015692949295044","1.3352100849151611","1.8879326581954956","1.5978675842285157","1.316989541053772","1.8867509365081787","2.823616695404053","2.27848482131958","3.1193742752075195"
"14080","1.6343342781066894","1.4024760723114014","1.9219728708267212","1.6159298181533814","1.3135650157928467","2.0017552375793457","2.752844476699829","2.019016742706299","3.268577814102173"
"14208","1.6037997245788573","1.3472810983657837","1.8862391710281372","1.5572262525558471","1.1800739765167236","1.8843663930892944","2.755649185180664","1.8011484146118164","3.468216896057129"
"14336","1.5962560415267943","1.3015254735946655","1.9246258735656738","1.5872385501861572","1.1970446109771729","1.9561352729797363","2.641652774810791","1.8079485893249512","3.1718311309814453"
"14464","1.5844303369522095","1.3490495681762695","1.8787446022033691","1.5672532081604005","1.2244032621383667","1.9208050966262817","2.575813388824463","1.7234625816345215","3.080183744430542"
"14592","1.620306658744812","1.305631399154663","1.9540958404541016","1.5386812686920166","1.2254524230957031","1.8419500589370728","2.4503016233444215","1.851334810256958","2.933198928833008"
"14720","1.5776672840118409","1.3021235466003418","1.900782823562622","1.5583901882171631","1.202986717224121","1.9598252773284912","2.3946024894714357","1.9602572917938232","2.793567180633545"
"14848","1.6018897771835328","1.291757345199585","1.9402711391448975","1.5239596366882324","1.1977814435958862","1.8951053619384766","2.1872302293777466","1.908764123916626","2.8288140296936035"
"14976","1.6000741004943848","1.3041452169418335","1.8727971315383911","1.5337632179260254","1.2687740325927734","1.7887812852859497","2.5691551685333254","2.0949549674987793","3.0271854400634766"
"15104","1.5753657341003418","1.2288362979888916","1.9000080823898315","1.5242915391921996","1.11735200881958","1.7974956035614014","2.334221124649048","1.6910215616226196","3.2361507415771484"
"15232","1.5886347055435182","1.2973198890686035","1.8939249515533447","1.5240211725234984","1.14298415184021","1.8498104810714722","2.7328687429428102","1.5905293226242065","3.2033512592315674"
"15360","1.580949854850769","1.231915831565857","1.9430770874023438","1.5062424659729003","1.1635489463806152","1.8738086223602295","2.3467358589172362","1.535414457321167","2.8050243854522705"
"15488","1.5618763446807862","1.1870169639587402","1.963258981704712","1.507415771484375","1.1193387508392334","1.801611065864563","2.794264793395996","1.7241599559783936","3.3565852642059326"
"15616","1.5535246133804321","1.1895219087600708","1.8857771158218384","1.476045823097229","1.1260054111480713","1.731499433517456","2.6939245223999024","1.795917272567749","3.3854150772094727"
"15744","1.5316397428512574","1.1649854183197021","1.8563458919525146","1.4857707977294923","1.164311408996582","1.725067138671875","2.6914384365081787","2.0666232109069824","3.4375224113464355"
"15872","1.5686223030090332","1.2117185592651367","1.8856937885284424","1.4910123825073243","1.0790505409240723","1.7471771240234375","2.617658519744873","2.0062670707702637","3.363374710083008"
"16000","1.5448180437088013","1.1778512001037598","1.8906861543655396","1.4923581600189209","1.0482072830200195","1.812279224395752","2.44754695892334","1.54805326461792","3.1614737510681152"
"16128","1.5639095783233643","1.161010503768921","1.8954048156738281","1.470920467376709","1.0846108198165894","1.7596553564071655","2.3113452434539794","1.4699256420135498","3.0092763900756836"
"16256","1.5427438735961914","1.1731374263763428","1.8920319080352783","1.4878933429718018","1.1155247688293457","1.7571241855621338","2.3563332080841066","1.5135502815246582","2.7424004077911377"
"16384","1.514712643623352","1.1364988088607788","1.8555512428283691","1.4476051092147828","1.0780320167541504","1.7494351863861084","2.443443036079407","1.515750527381897","3.1586642265319824"
"16512","1.5220678091049193","1.1419973373413086","1.84871244430542","1.462470245361328","1.0626730918884277","1.7869412899017334","2.388670063018799","1.5008480548858643","3.2627151012420654"
"16640","1.5472325325012206","1.1688659191131592","1.8610994815826416","1.449186635017395","1.0574495792388916","1.69456148147583","2.3317994117736816","1.4372293949127197","3.0331509113311768"
"16768","1.5541957378387452","1.158390760421753","1.933805227279663","1.4673016309738158","1.0680795907974243","1.785960078239441","2.2857603788375855","1.620523452758789","3.0492331981658936"
"16896","1.5281330585479735","1.1463229656219482","1.878448486328125","1.4276741027832032","1.0326449871063232","1.7059006690979004","2.211560034751892","1.9372342824935913","2.728886127471924"
"17024","1.5067682266235352","1.1395885944366455","1.856310486793518","1.4335001707077026","1.1430463790893555","1.6954604387283325","2.58741455078125","2.0058531761169434","3.096841812133789"
"17152","1.5181516885757447","1.1466524600982666","1.8866932392120361","1.4306391954421998","1.0576833486557007","1.7658288478851318","2.5632884025573732","1.7484240531921387","3.384610652923584"
"17280","1.5250643730163573","1.0782058238983154","1.8519537448883057","1.3948329210281372","1.0343858003616333","1.701951026916504","2.4462163925170897","1.9379175901412964","3.168281316757202"
"17408","1.4640961408615112","1.0691863298416138","1.8203744888305664","1.41386376619339","0.999057948589325","1.75518798828125","2.4642337799072265","1.8104221820831299","2.842554807662964"
