"Step","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MAX"
"238720","-260.89771525065106","-481.4345703125","-70.62904357910156","-170.77228164672852","-409.2777404785156","-40.46212387084961","-142.88542683919272","-226.13287353515625","-75.56719970703125","-53.65988540649414","-90.84520721435547","-16.474563598632812","-22.10895029703776","-73.66647338867188","38.81568908691406"
"238848","-165.5026117960612","-296.6749572753906","-93.93509674072266","-95.01654561360677","-133.2392120361328","-70.08179473876953","-162.40297190348306","-230.2080841064453","-80.75952911376953","-173.61981201171875","-310.8410949707031","-66.01632690429688","-296.43529510498047","-482.91241455078125","-109.95817565917969"
"238976","-154.82745869954428","-173.59674072265625","-124.88450622558594","-163.1226806640625","-195.91021728515625","-130.33514404296875","-78.56021626790364","-170.98670959472656","-30.99444580078125","-39.71537780761719","-79.17672729492188","-0.2540283203125","-88.0526517232259","-148.08030700683594","-43.163211822509766"
"239104","-156.6236826578776","-212.00796508789062","-91.75030517578125","-79.80740737915039","-153.25921630859375","-6.355598449707031","-51.32428868611654","-65.96694946289062","-29.107826232910156","-214.03935623168945","-324.4245910644531","-103.65412139892578","-91.35222625732422","-145.072509765625","-43.80510711669922"
"239232","-184.16311391194662","-330.03009033203125","-103.3484878540039","-81.47688293457031","-151.24649047851562","-11.707275390625","-156.62539927164713","-219.11895751953125","-86.8848648071289","-204.69666035970053","-411.9764099121094","-22.257675170898438","-55.71236991882324","-72.4344482421875","-38.990291595458984"
"239360","-182.9009272257487","-280.0633850097656","-100.02916717529297","-283.43341064453125","-283.43341064453125","-283.43341064453125","-109.13904571533203","-256.6844482421875","6.796287536621094","-239.44158935546875","-394.61541748046875","-78.45149230957031","-54.68917338053385","-80.08721923828125","-40.20636749267578"
"239488","-53.67461395263672","-78.086669921875","-13.124076843261719","-111.36491266886394","-139.68785095214844","-63.78071212768555","-124.3028335571289","-174.47181701660156","-87.85255432128906","-140.19710540771484","-221.94180297851562","-51.014503479003906","-129.13715616861978","-207.5035400390625","-1.837982177734375"
"239616","-123.0179214477539","-179.19097900390625","-86.71678161621094","-103.75943756103516","-306.80572509765625","28.140838623046875","-105.00034141540527","-147.12779235839844","-62.87289047241211","-58.84826405843099","-79.80696105957031","-21.028350830078125","-37.37288157145182","-98.83636474609375","53.646087646484375"
"239744","-183.87333170572916","-362.1354675292969","-66.16007995605469","-106.52731704711914","-291.8150329589844","21.45612335205078","-141.62887954711914","-251.5497283935547","-31.708030700683594","-61.44899368286133","-86.13609313964844","-36.76189422607422","-44.24215443929037","-116.27011108398438","11.649459838867188"
"239872","-130.24230448404947","-218.12655639648438","-61.30479431152344","-47.064711252848305","-90.68858337402344","-5.9170074462890625","-47.3287722269694","-63.63621520996094","-37.37610626220703","-130.52410888671875","-183.012451171875","-78.0357666015625","-123.50690078735352","-174.9163818359375","-62.4488639831543"
"240000","-266.70599365234375","-379.0668029785156","-154.34518432617188","-149.81014251708984","-336.8762512207031","-40.92066955566406","-107.29806518554688","-145.9473876953125","-68.64874267578125","-128.64689254760742","-233.5478973388672","-23.745887756347656","-48.74940617879232","-96.52375030517578","-9.7982177734375"
"240128","-112.44320297241211","-219.9882354736328","-48.51414108276367","-124.1707394917806","-160.3291473388672","-58.8598747253418","-29.211310068766277","-66.23757934570312","14.984466552734375","12.429181416829428","-116.2957992553711","267.9520263671875","-20.940074920654297","-66.111083984375","32.31159210205078"
"240256","-139.1684315999349","-195.41561889648438","-75.86253356933594","-46.61030705769857","-91.44351196289062","14.747047424316406","-141.11517588297525","-216.52200317382812","-0.02321624755859375","-90.12889607747395","-102.27024841308594","-69.87373352050781","-111.29515075683594","-129.0198974609375","-93.57040405273438"
"240384","-55.738722483317055","-81.60658264160156","-27.017139434814453","-189.3972485860189","-380.6116638183594","-52.923587799072266","-226.40318298339844","-462.11724853515625","9.310882568359375","-35.362908681233726","-71.89762115478516","-12.520027160644531","-187.67324829101562","-341.921630859375","-65.66690063476562"
"240512","-138.95597330729166","-252.90054321289062","-55.84723663330078","-85.73288472493489","-109.19313049316406","-55.72856903076172","-129.6557846069336","-167.8821563720703","-91.42941284179688","-200.60369873046875","-200.60369873046875","-200.60369873046875","-83.54600524902344","-83.54600524902344","-83.54600524902344"
"240640","-56.409690856933594","-62.51069259643555","-52.13448715209961","-101.58933512369792","-236.93521118164062","-30.42547607421875","-78.56524340311687","-131.95008850097656","-16.24568748474121","-109.97192764282227","-273.48236083984375","-26.867290496826172","-69.1097526550293","-71.67737579345703","-66.54212951660156"
"240768","-104.57214609781902","-175.89112854003906","-6.526313781738281","-78.64343007405598","-89.80766296386719","-58.75965118408203","-145.03544998168945","-181.366943359375","-108.7039566040039","-24.99398422241211","-35.37162780761719","-14.616340637207031","-194.95248413085938","-261.7341613769531","-141.61227416992188"
"240896","-75.76918029785156","-75.76918029785156","-75.76918029785156","-77.83060201009114","-134.95645141601562","-26.15789794921875","-107.47578430175781","-149.10577392578125","-65.84579467773438","-28.553726196289062","-113.82508087158203","24.250869750976562","-197.64168802897134","-257.8992004394531","-102.20628356933594"
"241024","-199.38611348470053","-369.5645446777344","-46.46684265136719","-131.46863810221353","-167.87840270996094","-64.07281494140625","-54.761487325032554","-70.76654052734375","-23.590713500976562","-66.92316436767578","-99.21792602539062","-34.62840270996094","-28.27912139892578","-28.27912139892578","-28.27912139892578"
"241152","-129.60865275065103","-180.57177734375","-91.30894470214844","-217.88626098632812","-408.53887939453125","13.94927978515625","-155.12813568115234","-230.6322021484375","-108.78666687011719","-181.21995162963867","-258.13543701171875","-104.3044662475586","-50.76347223917643","-107.01099395751953","13.037857055664062"
"241280","-75.31908289591472","-88.24195861816406","-55.38530349731445","-15.017468770345053","-110.72280883789062","46.572021484375","-274.0583750406901","-516.3616333007812","-50.69004821777344","-174.396728515625","-299.47991943359375","-81.99089050292969","-56.94939041137695","-56.94939041137695","-56.94939041137695"
"241408","-170.12471516927084","-227.96038818359375","-98.99603271484375","-160.800412495931","-264.9197998046875","-75.85857391357422","-93.54148483276367","-102.78489685058594","-84.2980728149414","-185.93004608154297","-298.8232116699219","-70.99890899658203","-15.906084696451822","-103.98939514160156","55.50944519042969"
"241536","-228.79356384277344","-340.96551513671875","-116.62161254882812","-60.49346160888672","-65.6412353515625","-55.34568786621094","-156.7989819844564","-313.41912841796875","-52.94308090209961","-100.35831960042317","-133.60617065429688","-73.79893493652344","-107.40757751464844","-200.4588623046875","20.733428955078125"
"241664","-102.88920211791992","-116.98058319091797","-88.79782104492188","-279.5653839111328","-427.186279296875","-111.92588806152344","20.910850524902344","20.910850524902344","20.910850524902344","","","","-1.2949473063151042","-13.440025329589844","18.853736877441406"
"241792","-152.37105433146158","-363.14892578125","-44.51884078979492","-129.0323715209961","-161.1659698486328","-95.25923919677734","-85.41874122619629","-150.5120086669922","-20.32547378540039","-142.32224655151367","-208.14434814453125","-54.48646926879883","-53.900550842285156","-101.66716766357422","-6.133934020996094"
"241920","-155.40871938069662","-219.67892456054688","-78.49687957763672","-109.53027852376302","-217.26380920410156","-39.37171936035156","-94.89085388183594","-147.16419982910156","-42.61750793457031","-44.948010762532554","-95.06512451171875","-16.709915161132812","-214.9321034749349","-571.567626953125","-36.44670486450195"
"242048","-97.76181030273438","-116.54121398925781","-86.91200256347656","-143.43938191731772","-371.204345703125","-21.1361083984375","-291.8955586751302","-569.6283569335938","-67.2744140625","30.77691650390625","30.77691650390625","30.77691650390625","-80.23268000284831","-183.7362060546875","-11.50506591796875"
"242176","-84.24288558959961","-103.5778579711914","-64.90791320800781","-135.80931091308594","-183.2433319091797","-88.37528991699219","-118.29452514648438","-174.05242919921875","-52.65693664550781","-75.2149429321289","-120.43853759765625","-23.078857421875","-50.257423400878906","-86.43809509277344","-14.076751708984375"
"242304","-207.38648223876953","-397.45294189453125","-109.34435272216797","-78.15238952636719","-102.59939575195312","-53.70538330078125","-40.494285583496094","-40.494285583496094","-40.494285583496094","-116.74492899576823","-216.43983459472656","-50.04920959472656","-31.877522786458332","-61.198638916015625","25.985305786132812"
"242432","-76.36839548746745","-167.42999267578125","40.659942626953125","-138.7500457763672","-170.56546020507812","-106.93463134765625","-64.6745433807373","-81.53804016113281","-47.8110466003418","-94.19920984903972","-150.2901611328125","-49.86819839477539","-88.05952835083008","-130.53311157226562","-48.57353591918945"
"242560","-127.09576416015625","-158.232421875","-80.42143249511719","-9.185778299967447","-16.311668395996094","3.9504241943359375","32.72467041015625","-124.57443237304688","261.17596435546875","-263.45462799072266","-278.90313720703125","-248.00611877441406","-44.19005839029948","-74.8245849609375","16.86346435546875"
"242688","-134.3194147745768","-242.82289123535156","-62.351112365722656","-167.87601216634116","-292.85345458984375","-35.87449645996094","-147.28199005126953","-265.4433288574219","-29.120651245117188","-32.6031379699707","-39.887447357177734","-25.54913330078125","-58.5437380472819","-164.2978057861328","10.456863403320312"
"242816","-84.30617268880208","-120.30021667480469","-48.92207336425781","-28.904342651367188","-49.9514274597168","6.477264404296875","-65.49374389648438","-100.04052734375","-30.94696044921875","-113.44454956054688","-122.95854187011719","-103.93055725097656","-53.37639236450195","-68.3843994140625","-45.01408004760742"
"242944","-190.03008015950522","-272.416748046875","-141.79615783691406","-94.50783284505208","-117.37443542480469","-69.57740020751953","-67.26471138000488","-128.7175750732422","-5.811847686767578","44.254913330078125","-129.93833923339844","218.4481658935547","-75.21840922037761","-152.72271728515625","-17.461708068847656"
"243072","-165.05465698242188","-173.30665588378906","-157.9473114013672","-85.19141896565755","-145.48654174804688","-19.94629669189453","-76.26004409790039","-79.99102020263672","-72.52906799316406","-40.650274912516274","-56.49298858642578","-28.646678924560547","-279.3013801574707","-447.06610107421875","-111.53665924072266"
"243200","-126.57987976074219","-205.99835205078125","7.9178619384765625","-106.11847559611003","-214.43539428710938","-37.61125564575195","-54.13302040100098","-88.86824035644531","-19.39780044555664","-65.79641215006511","-71.93712615966797","-56.03874969482422","-45.757713317871094","-59.843299865722656","-31.67212677001953"
"243328","-168.93755722045898","-239.2759552001953","-98.59915924072266","-123.70466868082683","-232.29624938964844","-67.33613586425781","-87.89993858337402","-113.94047546386719","-61.85940170288086","-16.575759887695312","-21.466400146484375","-11.68511962890625","-17.063021341959637","-67.97834777832031","40.565345764160156"
"243456","-260.049555460612","-456.887451171875","-119.16236877441406","-50.605691274007164","-63.23651123046875","-34.44242858886719","-111.52456665039062","-111.52456665039062","-111.52456665039062","-38.55356089274088","-59.67515563964844","-22.878814697265625","-154.40972900390625","-154.40972900390625","-154.40972900390625"
"243584","-186.2729034423828","-254.87820434570312","-102.4647216796875","-142.00741068522134","-264.9790954589844","-79.81260681152344","-127.92239125569661","-156.83737182617188","-88.34717559814453","-97.61441548665364","-191.07830810546875","-32.332176208496094","-66.89638900756836","-85.4889907836914","-48.30378723144531"
"243712","-242.6264877319336","-373.77996826171875","-44.61664581298828","-61.926822662353516","-135.4097442626953","11.556098937988281","-66.7706298828125","-156.512451171875","24.587448120117188","-122.69877624511719","-214.9345245361328","-30.463027954101562","-81.15926742553711","-84.33124542236328","-77.98728942871094"
"243840","-84.68870798746745","-203.0471954345703","16.79944610595703","-163.9413096110026","-385.36260986328125","-15.838180541992188","-131.04280471801758","-251.38021850585938","-10.705390930175781","-59.366345723470054","-142.5896759033203","23.523971557617188","-62.975650787353516","-102.87715148925781","-23.07415008544922"
"243968","-291.643793741862","-567.5240478515625","-142.14659118652344","-98.05880928039551","-144.68377685546875","-51.433841705322266","-55.36324691772461","-73.85635375976562","-36.870140075683594","-82.12092590332031","-82.12092590332031","-82.12092590332031","79.5912373860677","-17.545394897460938","233.21392822265625"
"244096","-195.32111104329428","-299.4476013183594","-123.79124450683594","-139.66327667236328","-308.4427490234375","-54.56062316894531","-197.15977478027344","-210.87411499023438","-183.4454345703125","-44.68762969970703","-130.6898956298828","26.98583984375","-87.89286931355794","-143.22705078125","-33.24821853637695"
"244224","-126.10528945922852","-145.86203002929688","-106.34854888916016","-153.1947841644287","-268.9588928222656","-37.4306755065918","-155.6725730895996","-227.81585693359375","-83.52928924560547","-65.45951588948567","-120.99946594238281","12.368484497070312","-47.942893981933594","-146.84542846679688","14.419410705566406"
"244352","-163.50892893473306","-286.7705993652344","-86.49632263183594","-88.49421691894531","-88.49421691894531","-88.49421691894531","-242.52423858642578","-294.2370300292969","-190.8114471435547","-29.97420883178711","-74.10262298583984","13.685779571533203","-92.14393107096355","-126.47102355957031","-27.886993408203125"
"244480","-125.6141242980957","-156.1864471435547","-95.04180145263672","-163.39142608642578","-187.10520935058594","-139.67764282226562","-185.61566670735678","-370.4519958496094","-72.31883239746094","-93.397216796875","-166.5894775390625","-20.2049560546875","-153.07166290283203","-217.27713012695312","-97.95023345947266"
"244608","-166.93306732177734","-220.25537109375","-71.24878692626953","90.11582946777344","-77.18161010742188","257.41326904296875","9.352836608886719","-0.40069580078125","19.106369018554688","-100.8296012878418","-205.21070861816406","3.5515060424804688","-126.91429901123047","-154.18724060058594","-99.641357421875"
"244736","-193.3551254272461","-377.0475158691406","-89.37427520751953","-143.82000859578451","-258.36370849609375","-62.09090805053711","-246.44759114583334","-325.982666015625","-154.14453125","-59.913185119628906","-123.71537780761719","3.889007568359375","-320.53279876708984","-524.0970458984375","-55.599342346191406"
"244864","-122.48731994628906","-235.36239624023438","-53.27142333984375","-66.91874313354492","-154.18179321289062","15.036598205566406","-177.92284774780273","-297.6223449707031","-58.223350524902344","-65.34735870361328","-138.69900512695312","8.004287719726562","-53.23669942220052","-79.84249114990234","-35.77735137939453"
"244992","-157.53717549641928","-316.37982177734375","-52.08216857910156","-159.10081990559897","-272.5325927734375","-102.0355453491211","-114.16231028238933","-160.99710083007812","-65.46516418457031","-110.5084228515625","-138.98831176757812","-82.02853393554688","-68.62341817220052","-100.48943328857422","-6.36273193359375"
"245120","-229.3688532511393","-474.86865234375","-97.52869415283203","-47.10676574707031","-121.75728607177734","10.520294189453125","-67.33998489379883","-70.13552856445312","-64.54444122314453","180.6700439453125","180.6700439453125","180.6700439453125","-84.05699793497722","-171.83358764648438","-27.76595687866211"
"245248","-116.2656021118164","-207.77459716796875","-0.48581695556640625","-78.6981315612793","-129.8931427001953","-27.50312042236328","-202.19930013020834","-282.9395751953125","-79.06442260742188","-123.98742167154948","-190.15589904785156","-49.19792175292969","-181.39168294270834","-188.97653198242188","-177.55776977539062"
"245376","-89.24815877278645","-120.18960571289062","-27.435012817382812","-139.2870750427246","-224.43789672851562","-54.136253356933594","-38.581790924072266","-70.83218383789062","-6.331398010253906","-184.57685089111328","-276.366455078125","-101.20760345458984","-100.69769795735677","-127.58355712890625","-69.30380249023438"
"245504","-165.95758310953775","-266.8866271972656","-74.45085906982422","-122.13427480061848","-216.63510131835938","-31.39708709716797","-28.83094596862793","-40.68618392944336","-16.9757080078125","-45.84386444091797","-79.93954467773438","-7.8875885009765625","-145.50787099202475","-216.8743896484375","-105.79679107666016"
"245632","-138.55777486165366","-192.46286010742188","-96.54618835449219","-107.17144521077473","-230.28640747070312","19.560806274414062","-152.28988647460938","-242.57455444335938","-7.4443511962890625","","","","-21.802630106608074","-66.80139923095703","14.887046813964844"
"245760","-199.1197509765625","-304.0174560546875","-34.924713134765625","-35.98834419250488","-52.863304138183594","-19.113384246826172","-23.6604061126709","-53.92991256713867","6.609100341796875","-146.90075874328613","-245.22952270507812","-48.57199478149414","-220.34738159179688","-281.2838134765625","-112.72000122070312"
"245888","-115.51993306477864","-191.71975708007812","-68.0831298828125","-55.132402420043945","-63.83513259887695","-46.42967224121094","-67.77256393432617","-129.56100463867188","-5.984123229980469","86.45317077636719","-64.07992553710938","236.98626708984375","-73.44966125488281","-143.9979248046875","-4.9109954833984375"
"246016","-109.66831461588542","-126.03736877441406","-96.52369689941406","-103.5429178873698","-169.8090057373047","-32.70728302001953","-132.04320526123047","-166.2639617919922","-97.82244873046875","-86.48548126220703","-86.48548126220703","-86.48548126220703","-96.0884017944336","-96.0884017944336","-96.0884017944336"
"246144","-119.92179616292317","-130.89646911621094","-99.38021087646484","-150.13831329345703","-191.99346923828125","-68.46607208251953","63.94175338745117","-95.36795043945312","258.2768249511719","-91.42636108398438","-91.42636108398438","-91.42636108398438","-74.14611562093098","-193.9787139892578","-8.404808044433594"
"246272","-170.1253204345703","-308.9587707519531","-55.042938232421875","-109.1749267578125","-163.83062744140625","-71.83855438232422","-130.64320373535156","-228.90948486328125","-32.376922607421875","46.01567077636719","-62.00633239746094","241.8997039794922","-39.57071431477865","-75.0699462890625","21.667343139648438"
"246400","-101.47014999389648","-138.8314208984375","-53.74252700805664","-104.98886744181316","-168.0421142578125","-22.789066314697266","-66.26902770996094","-111.06251525878906","-21.475540161132812","-178.70559946695963","-312.6131591796875","-101.99884796142578","-22.88650894165039","-54.38978576660156","8.616767883300781"
"246528","-57.37234306335449","-88.24974822998047","-26.494937896728516","-158.2304318745931","-243.9290008544922","-18.426830291748047","-176.73846435546875","-195.52537536621094","-157.95155334472656","20.17469024658203","4.491905212402344","35.85747528076172","-73.72254943847656","-256.9639587402344","40.106201171875"
"246656","-70.31619517008464","-116.86943054199219","1.836090087890625","-77.29643249511719","-126.08067321777344","-28.512191772460938","5.589744567871094","-238.30174255371094","249.48123168945312","-26.536579132080078","-44.27796936035156","-8.795188903808594","-74.82690175374348","-171.56988525390625","-26.237030029296875"
"246784","-133.99534861246744","-174.08551025390625","-54.91338348388672","-248.2701416015625","-354.07049560546875","-167.49215698242188","-27.103919982910156","-68.49854278564453","14.290702819824219","-8.307418823242188","-8.307418823242188","-8.307418823242188","-133.84920756022134","-244.08480834960938","-53.39897918701172"
"246912","-134.26703389485678","-224.35809326171875","-68.16287231445312","-126.19066429138184","-193.0913848876953","-59.28994369506836","-165.1032943725586","-260.2353515625","-69.97123718261719","110.43573506673177","-115.48211669921875","250.6494903564453","-108.97667948404948","-204.2078094482422","-9.1439208984375"
"247040","-281.51512145996094","-407.93182373046875","-155.09841918945312","-86.47688674926758","-99.82171630859375","-73.1320571899414","-48.948368072509766","-140.55035400390625","42.65361785888672","-201.6768569946289","-370.87445068359375","-52.53728485107422","-151.25788752237955","-301.267578125","-17.331676483154297"
"247168","-127.77263514200847","-201.604248046875","-61.76359939575195","-79.2992992401123","-101.84827423095703","-56.75032424926758","-119.30550384521484","-190.48193359375","-79.36026763916016","-99.39899444580078","-160.7235565185547","-4.571495056152344","-30.59307098388672","-48.85841751098633","-7.6298370361328125"
"247296","-121.18386713663737","-194.31248474121094","-63.3012580871582","-136.34840393066406","-266.81463623046875","-62.42164611816406","-54.961629231770836","-97.10649108886719","3.3821640014648438","-86.65491231282552","-102.81928253173828","-64.02119445800781","-136.18709818522134","-283.7299499511719","-46.107391357421875"
"247424","-124.12635294596355","-155.02706909179688","-67.38760375976562","-55.100772857666016","-68.6097640991211","-41.59178161621094","-70.05329895019531","-70.05329895019531","-70.05329895019531","-51.6359494527181","-61.162654876708984","-42.27067565917969","-155.6682154337565","-300.1142578125","-64.62507629394531"
"247552","-62.51663462320963","-83.180908203125","-21.217849731445312","-126.8943099975586","-168.43246459960938","-73.24713897705078","-78.77267837524414","-128.5143280029297","-29.031028747558594","-73.27503458658855","-85.78141784667969","-66.7803955078125","-71.0324935913086","-104.79620361328125","-52.51362228393555"
"247680","-101.05644226074219","-114.20201110839844","-83.553955078125","-88.07600402832031","-226.51138305664062","29.71417236328125","-158.08152770996094","-158.08152770996094","-158.08152770996094","-111.50195821126302","-190.9625244140625","-17.272308349609375","-71.19269180297852","-99.304931640625","-43.08045196533203"
"247808","-73.38707224527995","-96.57229614257812","-43.941001892089844","-138.8824920654297","-241.92105102539062","-52.846099853515625","-45.61835734049479","-286.2540283203125","227.0684356689453","-86.6428108215332","-149.90237426757812","7.624599456787109","-150.0315399169922","-342.64617919921875","25.931182861328125"
"247936","-92.66889190673828","-206.072265625","31.600234985351562","-155.46769205729166","-239.4463348388672","-97.46844482421875","-94.70704650878906","-133.6851348876953","-55.72895812988281","-114.38231786092122","-262.49169921875","-38.52637481689453","-73.53982289632161","-138.53338623046875","47.00102996826172"
"248064","-254.31742350260416","-462.42547607421875","-114.72962951660156","-62.014469146728516","-108.76315307617188","-34.15922164916992","-196.74343872070312","-307.7667236328125","-99.97760009765625","-249.36502075195312","-251.57986450195312","-247.15017700195312","-97.5101375579834","-131.81268310546875","-63.20759201049805"
"248192","-112.76625569661458","-173.7031707763672","-76.55514526367188","-112.25438690185547","-174.58306884765625","-49.92570495605469","-115.74015045166016","-126.99490356445312","-106.31654357910156","-33.51910400390625","-56.06214141845703","-10.976066589355469","-60.83525848388672","-60.83525848388672","-60.83525848388672"
"248320","-22.95877456665039","-43.087581634521484","-12.172332763671875","-56.80390548706055","-144.92674255371094","31.318931579589844","-33.41581726074219","-33.41581726074219","-33.41581726074219","-88.69544219970703","-117.00375366210938","-60.38713073730469","-143.7410888671875","-143.7410888671875","-143.7410888671875"
"248448","-119.02055104573567","-226.0371856689453","-60.99114227294922","-95.11486053466797","-109.68148803710938","-80.54823303222656","-182.46290079752603","-333.6551513671875","-104.30140686035156","-46.379781087239586","-77.45742797851562","-14.872982025146484","-42.261451721191406","-87.42662811279297","2.9037246704101562"
"248576","-147.18737030029297","-223.8306121826172","-95.67972564697266","-128.6673469543457","-265.27105712890625","7.936363220214844","-101.57664362589519","-203.32044982910156","-38.68898010253906","-96.38490804036458","-166.21331787109375","-54.263916015625","-60.761024475097656","-92.11750030517578","-29.40454864501953"
"248704","-70.77196629842122","-173.73394775390625","9.475814819335938","-104.29327392578125","-114.44021606445312","-94.14633178710938","-239.77483367919922","-391.2098083496094","-88.33985900878906","-25.586593627929688","-25.586593627929688","-25.586593627929688","-108.33664321899414","-138.77084350585938","-77.9024429321289"
"248832","-88.88364664713542","-106.205322265625","-76.63362121582031","-58.220706939697266","-93.71534729003906","-22.72606658935547","-94.24488067626953","-108.21473693847656","-80.2750244140625","-74.71606699625652","-166.2855987548828","-15.656684875488281","-99.98377990722656","-99.98377990722656","-99.98377990722656"
"248960","-178.88162740071616","-218.2606658935547","-144.63043212890625","-88.24414698282878","-202.20443725585938","-8.836418151855469","-28.273162841796875","-28.98088836669922","-27.56543731689453","-92.28351593017578","-92.28351593017578","-92.28351593017578","-29.307331085205078","-29.307331085205078","-29.307331085205078"
"249088","-42.41791534423828","-63.70602798461914","-3.4271621704101562","-61.64888381958008","-86.41693878173828","-36.880828857421875","-149.30414326985678","-262.95513916015625","-77.35203552246094","","","","-85.41248321533203","-85.41248321533203","-85.41248321533203"
"249216","-90.21807352701823","-119.57394409179688","-69.05834197998047","-67.06393178304036","-169.05047607421875","-15.987350463867188","-25.909748077392578","-49.56206512451172","-2.2574310302734375","13.952367146809896","-186.6387939453125","287.0098876953125","39.89392280578613","-28.089509963989258","168.1931610107422"
"249344","-115.80911509195964","-195.60986328125","-61.30157470703125","-20.07578468322754","-56.67203140258789","16.520462036132812","-118.41690826416016","-251.4557342529297","14.621917724609375","-180.31602478027344","-180.31602478027344","-180.31602478027344","-184.1343561808268","-442.2967529296875","-49.27531433105469"
"249472","-153.69727579752603","-208.173095703125","-84.57339477539062","-110.13614654541016","-150.88067626953125","-60.438720703125","-179.3669459025065","-375.4258117675781","-25.835060119628906","-40.38155873616537","-108.54474639892578","-1.9698638916015625","-94.66068013509114","-139.9766082763672","-28.15972900390625"
"249600","-87.62910079956055","-125.63958740234375","-56.34793472290039","-183.97964477539062","-254.064453125","-136.14102172851562","-116.68025207519531","-116.68025207519531","-116.68025207519531","-113.39795303344727","-154.01275634765625","-72.78314971923828","-70.6672846476237","-100.81045532226562","-36.46314239501953"
"249728","-113.6883544921875","-122.91630554199219","-103.88639831542969","-118.63646189371745","-226.23538208007812","1.9554519653320312","-61.420450846354164","-130.92367553710938","-25.474815368652344","-173.79509480794272","-370.02923583984375","-60.04121398925781","-131.86064783732095","-259.31304931640625","-59.752323150634766"
"249856","-191.31988525390625","-245.5749969482422","-161.70858764648438","-99.51850001017253","-210.41445922851562","-23.157978057861328","-81.83481025695801","-115.18988037109375","-48.479740142822266","-58.57898966471354","-98.88990020751953","-0.04883575439453125","-29.478450775146484","-33.592620849609375","-25.364280700683594"
"249984","-150.2509791056315","-216.33026123046875","-88.99275970458984","-56.04764302571615","-138.5179443359375","2.80267333984375","-84.00000127156575","-207.492919921875","-16.972858428955078","-103.12862396240234","-182.06980895996094","-24.18743896484375","-47.9416249593099","-65.62017059326172","-37.564453125"
