"Step","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MAX"
"606848","-104.64310073852539","-134.80276489257812","-74.48343658447266","","","","181.6769256591797","181.6769256591797","181.6769256591797","-403.7607192993164","-591.0177612304688","-216.50367736816406","46.540016174316406","46.540016174316406","46.540016174316406"
"606976","-134.92063522338867","-223.4761962890625","-46.365074157714844","87.3866475423177","-177.5748291015625","266.8726806640625","43.72319793701172","-170.8838653564453","258.33026123046875","-36.11659240722656","-36.11659240722656","-36.11659240722656","84.21975708007812","-89.62847900390625","258.0679931640625"
"607104","-126.97301737467448","-282.72442626953125","63.27842712402344","-80.14921569824219","-80.14921569824219","-80.14921569824219","261.4986267089844","252.21945190429688","270.7778015136719","-27.762107849121094","-27.762107849121094","-27.762107849121094","-79.72804260253906","-79.72804260253906","-79.72804260253906"
"607232","-83.05393981933594","-195.734375","29.626495361328125","123.37850570678711","-18.06159210205078","264.818603515625","211.0526123046875","211.0526123046875","211.0526123046875","235.9644012451172","235.9644012451172","235.9644012451172","-130.02398681640625","-130.02398681640625","-130.02398681640625"
"607360","-78.07450103759766","-95.18174743652344","-60.967254638671875","241.36045837402344","241.36045837402344","241.36045837402344","-132.1144994099935","-600.0762939453125","273.8323974609375","-12.8397216796875","-310.91845703125","285.239013671875","227.15496826171875","227.15496826171875","227.15496826171875"
"607488","-74.03964742024739","-168.26309204101562","-17.383544921875","54.230002085367836","-58.2996711730957","224.89401245117188","-109.2494010925293","-128.89492797851562","-89.60387420654297","-197.13287353515625","-197.13287353515625","-197.13287353515625","281.3907165527344","281.3907165527344","281.3907165527344"
"607616","-130.89195251464844","-259.2711486816406","-2.51275634765625","-212.3212432861328","-212.3212432861328","-212.3212432861328","-256.70216369628906","-292.07171630859375","-221.33261108398438","136.38032913208008","-34.174522399902344","306.9351806640625","149.45018005371094","42.539947509765625","256.36041259765625"
"607744","-11.314351399739584","-306.1170349121094","253.29354858398438","-109.52530288696289","-230.54783630371094","11.497230529785156","250.09979248046875","250.09979248046875","250.09979248046875","-10.420143127441406","-10.420143127441406","-10.420143127441406","-50.22149658203125","-137.30259704589844","99.69505310058594"
"607872","-123.95672225952148","-289.8337097167969","41.920265197753906","-40.409149169921875","-200.46493530273438","119.64663696289062","236.0829315185547","236.0829315185547","236.0829315185547","-89.54267883300781","-89.54267883300781","-89.54267883300781","225.23980712890625","225.23980712890625","225.23980712890625"
"608000","-85.52808888753255","-233.19302368164062","11.585678100585938","-24.33025360107422","-24.33025360107422","-24.33025360107422","232.16229248046875","232.16229248046875","232.16229248046875","-8.66775894165039","-140.11009216308594","122.77457427978516","179.19785817464194","18.40497589111328","298.6871337890625"
"608128","-53.594347635904946","-139.73532104492188","-4.182090759277344","-71.99415588378906","-95.87643432617188","-26.206268310546875","73.5898208618164","-34.31626892089844","181.49591064453125","62.75314140319824","-44.20358657836914","169.70986938476562","","",""
"608256","-63.94185892740885","-115.88387298583984","8.809478759765625","-28.05504035949707","-49.168453216552734","-6.941627502441406","19.913070678710938","19.913070678710938","19.913070678710938","","","","198.9198112487793","105.44902801513672","292.3905944824219"
"608384","-77.11167907714844","-77.11167907714844","-77.11167907714844","-43.303314208984375","-187.1390380859375","61.472503662109375","-159.77371215820312","-159.77371215820312","-159.77371215820312","-27.566612243652344","-316.4236755371094","254.38238525390625","111.65593719482422","27.222000122070312","196.08987426757812"
"608512","-40.243003845214844","-76.92478942871094","-3.56121826171875","-6.857643127441406","-34.55883026123047","20.843544006347656","13.208946228027344","-52.57807159423828","78.99596405029297","-12.11737060546875","-12.11737060546875","-12.11737060546875","-98.23933410644531","-98.23933410644531","-98.23933410644531"
"608640","248.1793212890625","248.1793212890625","248.1793212890625","-66.02690696716309","-75.26653289794922","-56.78728103637695","-86.87312316894531","-86.87312316894531","-86.87312316894531","86.28619766235352","-20.05474090576172","192.62713623046875","-38.25396728515625","-43.91682434082031","-32.59111022949219"
"608768","-34.13650131225586","-34.13650131225586","-34.13650131225586","248.825927734375","248.825927734375","248.825927734375","117.38697624206543","-27.82773208618164","262.6016845703125","-73.6205825805664","-73.6205825805664","-73.6205825805664","266.94976806640625","266.94976806640625","266.94976806640625"
"608896","96.42371368408203","-74.68180847167969","267.52923583984375","69.54374313354492","-79.14673614501953","218.23422241210938","254.69747924804688","254.69747924804688","254.69747924804688","141.31671142578125","-22.77325439453125","305.40667724609375","249.87619018554688","249.87619018554688","249.87619018554688"
"609024","15.511400858561197","-203.58584594726562","259.37384033203125","-159.1848373413086","-284.4578857421875","-0.49942779541015625","278.34710693359375","278.34710693359375","278.34710693359375","","","","227.0908966064453","187.70480346679688","266.47698974609375"
"609152","-56.854626973470054","-128.46739196777344","33.37830352783203","-95.25697708129883","-167.21856689453125","-23.295387268066406","52.6641845703125","-78.88377380371094","236.3317413330078","264.30865478515625","264.30865478515625","264.30865478515625","","",""
"609280","1.7287432352701824","-217.48818969726562","275.177490234375","121.2168197631836","-5.093658447265625","247.5272979736328","-155.40972518920898","-202.15292358398438","-108.6665267944336","223.0653533935547","223.0653533935547","223.0653533935547","264.8141403198242","237.03746032714844","292.5908203125"
"609408","36.706787109375","22.627098083496094","50.786476135253906","-96.90924072265625","-215.59976196289062","21.781280517578125","190.55587768554688","190.55587768554688","190.55587768554688","42.81668599446615","-137.0760498046875","164.9244384765625","117.65326309204102","-23.661705017089844","258.9682312011719"
"609536","-261.1993103027344","-261.1993103027344","-261.1993103027344","104.78124237060547","-4.9914703369140625","214.553955078125","232.73651123046875","207.98944091796875","257.48358154296875","","","","-68.41209030151367","-73.64207458496094","-63.182106018066406"
"609664","235.33033752441406","235.33033752441406","235.33033752441406","-88.3333740234375","-88.3333740234375","-88.3333740234375","-22.415252685546875","-23.446609497070312","-21.383895874023438","-43.37346394856771","-206.5587158203125","281.4700012207031","","",""
"609792","-121.38353983561198","-454.29803466796875","295.6387939453125","-80.56475830078125","-80.56475830078125","-80.56475830078125","198.82846069335938","198.82846069335938","198.82846069335938","-2.054656982421875","-30.700355529785156","26.591041564941406","","",""
"609920","-38.90827560424805","-95.74322509765625","17.926673889160156","-251.27194213867188","-251.27194213867188","-251.27194213867188","90.44386672973633","-60.96011734008789","229.170166015625","64.7824338277181","-60.86544418334961","293.09027099609375","139.3411464691162","32.13828659057617","246.54400634765625"
"610048","-140.71466064453125","-140.71466064453125","-140.71466064453125","-33.8082529703776","-254.20681762695312","242.32347106933594","-2.489185333251953","-8.490631103515625","3.5122604370117188","","","","11.459381103515625","11.459381103515625","11.459381103515625"
"610176","170.1366195678711","-22.571739196777344","283.29107666015625","-32.890586853027344","-32.890586853027344","-32.890586853027344","11.49407958984375","11.49407958984375","11.49407958984375","","","","-17.17404556274414","-17.17404556274414","-17.17404556274414"
"610304","-69.00542068481445","-146.85118103027344","8.840339660644531","","","","264.2835693359375","264.2835693359375","264.2835693359375","116.56344604492188","-82.13853454589844","232.06480407714844","132.8224360148112","-125.01172637939453","283.6152038574219"
"610432","65.83281580607097","-30.057125091552734","242.62014770507812","115.84704208374023","-65.93183135986328","297.62591552734375","-61.965911865234375","-61.965911865234375","-61.965911865234375","-24.84099578857422","-24.84099578857422","-24.84099578857422","68.69988250732422","-42.640892028808594","270.1269226074219"
"610560","-152.79651260375977","-205.63677978515625","-99.95624542236328","-4.258766174316406","-4.258766174316406","-4.258766174316406","16.567855834960938","-223.86459350585938","257.00030517578125","-266.13885498046875","-266.13885498046875","-266.13885498046875","-31.69219207763672","-31.69219207763672","-31.69219207763672"
"610688","-303.29083251953125","-303.29083251953125","-303.29083251953125","242.20823669433594","216.76788330078125","267.6485900878906","","","","197.20394897460938","197.20394897460938","197.20394897460938","","",""
"610816","-11.747913360595703","-26.04047393798828","2.544647216796875","-173.0383275349935","-229.24740600585938","-99.85799407958984","","","","","","","23.238693237304688","-231.1866455078125","277.6640319824219"
"610944","-68.34512329101562","-216.880615234375","21.769760131835938","-27.317550659179688","-41.548187255859375","-13.0869140625","123.15143585205078","26.609909057617188","219.69296264648438","211.70277404785156","211.70277404785156","211.70277404785156","269.89060974121094","249.6966552734375","290.0845642089844"
"611072","-34.13127136230469","-49.64086151123047","-18.621681213378906","-20.902254104614258","-34.6705436706543","-7.133964538574219","-76.77203369140625","-258.31634521484375","104.77227783203125","-177.8897705078125","-248.470947265625","-107.30859375","10.027587890625","10.027587890625","10.027587890625"
"611200","-45.45233917236328","-80.70782470703125","-10.196853637695312","-40.47295570373535","-92.336181640625","11.390270233154297","-27.476119995117188","-27.476119995117188","-27.476119995117188","","","","259.68389892578125","248.4385986328125","270.92919921875"
"611328","-65.9187240600586","-120.64921569824219","-11.188232421875","-30.783709208170574","-307.5814208984375","264.24658203125","234.73968505859375","219.2467803955078","250.2325897216797","228.91842651367188","205.2276153564453","252.60923767089844","-69.6888427734375","-69.6888427734375","-69.6888427734375"
"611456","68.73944473266602","-100.34944915771484","237.82833862304688","","","","-17.681045532226562","-39.613616943359375","4.25152587890625","131.4405059814453","131.4405059814453","131.4405059814453","82.34699249267578","-96.52903747558594","261.2230224609375"
"611584","-15.88968022664388","-30.14972686767578","8.248367309570312","-120.85185241699219","-225.74124145507812","-15.96246337890625","-243.46665954589844","-243.46665954589844","-243.46665954589844","250.69329833984375","240.78765869140625","260.59893798828125","251.9706573486328","251.9706573486328","251.9706573486328"
"611712","-83.45563888549805","-133.0878448486328","-33.82343292236328","267.3412780761719","223.09353637695312","311.5890197753906","106.95726013183594","-29.336532592773438","243.2510528564453","","","","265.9721374511719","247.7626953125","284.18157958984375"
"611840","-94.62846374511719","-94.62846374511719","-94.62846374511719","-10.189895629882812","-12.632705688476562","-7.7470855712890625","128.12383842468262","-34.388126373291016","290.63580322265625","254.67838287353516","241.5294952392578","267.8272705078125","249.50535583496094","249.50535583496094","249.50535583496094"
"611968","-44.24762725830078","-44.24762725830078","-44.24762725830078","-41.61195373535156","-74.4969253540039","-8.726982116699219","-12.33575439453125","-18.865432739257812","-5.8060760498046875","-212.417724609375","-212.417724609375","-212.417724609375","-36.506839752197266","-36.702476501464844","-36.31120300292969"
"612096","146.78360748291016","9.208511352539062","284.35870361328125","152.43540573120117","13.141807556152344","291.72900390625","","","","","","","81.53652572631836","-56.842185974121094","219.9152374267578"
"612224","-138.96616172790527","-247.4259796142578","-30.506343841552734","-60.130166371663414","-190.43385314941406","10.311222076416016","239.79630279541016","183.3200225830078","296.2725830078125","239.132568359375","209.5098876953125","268.7552490234375","264.481689453125","253.6162109375","275.34716796875"
"612352","-87.38716125488281","-87.38716125488281","-87.38716125488281","","","","-120.58180745442708","-390.4417724609375","24.40241241455078","-60.13032150268555","-60.13032150268555","-60.13032150268555","125.2092399597168","-28.697120666503906","279.1156005859375"
"612480","122.42961120605469","-36.67573547363281","266.94012451171875","271.8830871582031","271.8830871582031","271.8830871582031","","","","62.927364349365234","12.113517761230469","113.7412109375","-45.147430419921875","-350.0799560546875","259.78509521484375"
"612608","-91.53532409667969","-112.20877075195312","-70.86187744140625","230.29470825195312","187.764892578125","272.82452392578125","","","","77.10419209798177","-64.04826354980469","262.2851257324219","112.94813537597656","-36.7515869140625","262.6478576660156"
"612736","-105.89464569091797","-139.87925720214844","-71.9100341796875","-44.67625045776367","-44.67625045776367","-44.67625045776367","218.80016326904297","185.65643310546875","251.9438934326172","-600.4686279296875","-600.4686279296875","-600.4686279296875","-264.8431701660156","-287.3364562988281","-242.34988403320312"
"612864","-6.047698974609375","-20.393531799316406","7.3659210205078125","-20.353012084960938","-20.353012084960938","-20.353012084960938","-1.6861648559570312","-1.6861648559570312","-1.6861648559570312","175.34178670247397","-30.886138916015625","286.42401123046875","-151.18980598449707","-261.9242248535156","-40.455387115478516"
"612992","-211.04265340169272","-272.4580383300781","-124.8526611328125","-329.81929779052734","-438.76568603515625","-220.87290954589844","","","","-99.27737299601237","-237.43991088867188","-16.71135711669922","-31.717147827148438","-31.717147827148438","-31.717147827148438"
"613120","-33.790852864583336","-42.753326416015625","-26.135757446289062","-144.41967010498047","-199.20718383789062","-89.63215637207031","239.49288940429688","239.49288940429688","239.49288940429688","-378.9866027832031","-378.9866027832031","-378.9866027832031","263.2471618652344","263.2471618652344","263.2471618652344"
"613248","-102.19856770833333","-218.23976135253906","-42.01995086669922","43.26631418863932","-43.338340759277344","170.9245147705078","206.36422729492188","206.36422729492188","206.36422729492188","171.73336537679037","-18.00208282470703","284.6457824707031","67.86721801757812","-104.44973754882812","240.18417358398438"
"613376","-159.40624046325684","-263.6829528808594","-55.1295280456543","-24.906147003173828","-30.563072204589844","-19.266738891601562","102.44878768920898","-15.046241760253906","219.94381713867188","-303.60614013671875","-303.60614013671875","-303.60614013671875","43.305870056152344","-69.07230377197266","239.5877227783203"
"613504","-124.05851745605469","-189.21966552734375","-58.897369384765625","-5.139196395874023","-43.66437911987305","33.385986328125","","","","53.490631103515625","-101.35519409179688","271.95806884765625","-88.58614349365234","-88.58614349365234","-88.58614349365234"
"613632","94.11582565307617","-60.55547332763672","248.78712463378906","207.0561065673828","207.0561065673828","207.0561065673828","271.4112854003906","245.46786499023438","294.98095703125","","","","129.3606071472168","21.806053161621094","236.9151611328125"
"613760","-24.206854502360027","-291.0426330566406","266.9062805175781","110.59247207641602","-41.87206268310547","263.0570068359375","-24.156686782836914","-38.4707145690918","-9.842658996582031","111.9769287109375","-42.760223388671875","266.7140808105469","45.47334289550781","-153.98280334472656","244.9294891357422"
"613888","39.37807846069336","-86.91091918945312","265.3500061035156","-23.29346974690755","-292.5921630859375","248.32928466796875","-181.93606567382812","-287.9388732910156","-75.93325805664062","106.1071891784668","-37.190635681152344","249.40501403808594","17.684837341308594","17.684837341308594","17.684837341308594"
"614016","-83.55118179321289","-132.33865356445312","-34.763710021972656","-670.5685424804688","-670.5685424804688","-670.5685424804688","-2.6313323974609375","-9.208503723144531","3.9458389282226562","87.54047584533691","-55.25129318237305","230.33224487304688","112.80370330810547","-66.77204895019531","292.37945556640625"
"614144","-29.684173583984375","-29.684173583984375","-29.684173583984375","26.49090321858724","-91.89749145507812","259.5242919921875","","","","234.54031372070312","234.54031372070312","234.54031372070312","","",""
"614272","32.838623046875","-132.8960418701172","198.5732879638672","-68.5545883178711","-68.5545883178711","-68.5545883178711","255.36521911621094","243.74786376953125","266.9825744628906","79.65182304382324","-58.167972564697266","217.47161865234375","256.78131103515625","256.78131103515625","256.78131103515625"
"614400","-77.48015594482422","-223.2576446533203","-2.0416412353515625","68.81884002685547","-147.50917053222656","285.1468505859375","-207.67754364013672","-451.7908020019531","36.43571472167969","","","","274.52001953125","274.52001953125","274.52001953125"
"614528","-66.46871821085612","-94.12271118164062","-34.6023063659668","191.42160034179688","191.42160034179688","191.42160034179688","-197.53466796875","-197.53466796875","-197.53466796875","","","","-8.497639973958334","-263.86871337890625","270.06854248046875"
"614656","93.90436935424805","-88.23865509033203","276.0473937988281","111.26513290405273","-32.477333068847656","255.00759887695312","266.7008056640625","266.7008056640625","266.7008056640625","223.16848754882812","223.16848754882812","223.16848754882812","-154.66176223754883","-236.74374389648438","-72.57978057861328"
"614784","-87.82040405273438","-198.825439453125","13.012550354003906","-269.3274383544922","-615.2908325195312","17.120315551757812","130.13839213053384","-7.0307769775390625","277.3726806640625","211.74449920654297","184.18746948242188","239.30152893066406","184.5315704345703","-5.5558013916015625","289.66339111328125"
"614912","-96.92217826843262","-161.8089141845703","-32.03544235229492","-226.59439086914062","-263.625732421875","-189.56304931640625","","","","-121.19978332519531","-121.19978332519531","-121.19978332519531","","",""
"615040","113.45117950439453","-34.41932678222656","261.3216857910156","-132.77608235677084","-379.71435546875","271.86126708984375","","","","-191.10549926757812","-644.46533203125","262.25433349609375","140.79620361328125","-2.74908447265625","284.34149169921875"
"615168","-65.10742950439453","-139.3907470703125","6.742805480957031","21.58721160888672","21.58721160888672","21.58721160888672","148.26183319091797","-4.1278533935546875","300.6515197753906","265.8046875","242.09320068359375","289.51617431640625","90.07470703125","-63.36302185058594","243.51243591308594"
"615296","","","","80.6576639811198","-301.7922058105469","293.8587646484375","1.4931259155273438","-233.60531616210938","236.59156799316406","22.286788940429688","-1.61187744140625","46.185455322265625","274.76881408691406","265.20074462890625","284.3368835449219"
"615424","26.89422607421875","-208.5833740234375","262.371826171875","-44.45195770263672","-44.45195770263672","-44.45195770263672","-6.9178009033203125","-252.056884765625","238.22128295898438","-214.3113810221354","-245.45001220703125","-168.51458740234375","-70.12297058105469","-70.12297058105469","-70.12297058105469"
"615552","-3.7772623697916665","-87.88528442382812","115.11163330078125","107.09530067443848","-51.89350509643555","266.0841064453125","-84.13723754882812","-84.13723754882812","-84.13723754882812","231.880615234375","231.880615234375","231.880615234375","27.729347229003906","-178.64659118652344","234.10528564453125"
"615680","-80.87252044677734","-80.87252044677734","-80.87252044677734","63.02195739746094","63.02195739746094","63.02195739746094","-23.299821853637695","-42.810333251953125","-3.7893104553222656","-83.61014175415039","-229.6819305419922","62.461647033691406","-33.214831034342446","-333.42559814453125","222.6260986328125"
"615808","-123.1994686126709","-201.01193237304688","-45.38700485229492","-155.0157585144043","-226.95980834960938","-83.07170867919922","-142.9653345743815","-252.13316345214844","74.53165435791016","-2.6173858642578125","-247.73922729492188","242.50445556640625","-89.89370727539062","-89.89370727539062","-89.89370727539062"
"615936","-12.333272298177084","-176.69358825683594","210.99029541015625","","","","-28.467119216918945","-54.85426712036133","-2.0799713134765625","-37.77204895019531","-309.7377624511719","234.19366455078125","92.1558837890625","-80.80026245117188","265.1120300292969"
"616064","-97.87097930908203","-112.63899230957031","-83.10296630859375","-164.46121215820312","-164.46121215820312","-164.46121215820312","164.1859588623047","51.929290771484375","276.442626953125","9.611251831054688","9.611251831054688","9.611251831054688","-31.614070892333984","-31.614070892333984","-31.614070892333984"
"616192","-111.06867027282715","-179.70932006835938","-42.42802047729492","-36.26558748881022","-399.21197509765625","264.33477783203125","29.27346420288086","17.682830810546875","40.864097595214844","4.929656982421875","4.929656982421875","4.929656982421875","240.70097859700522","211.86190795898438","285.2752685546875"
"616320","-96.51345825195312","-96.51345825195312","-96.51345825195312","-37.09430694580078","-37.09430694580078","-37.09430694580078","84.71882247924805","-84.78507232666016","254.22271728515625","110.5998649597168","-23.12358856201172","244.3233184814453","-26.730911254882812","-26.730911254882812","-26.730911254882812"
"616448","-176.26080703735352","-227.72109985351562","-124.8005142211914","-81.0660514831543","-152.70565795898438","-9.426445007324219","-335.096923828125","-335.096923828125","-335.096923828125","283.3407897949219","283.3407897949219","283.3407897949219","-140.1240488688151","-233.7808074951172","-8.204986572265625"
"616576","-56.19127655029297","-63.62698745727539","-48.75556564331055","-262.3828887939453","-282.1061706542969","-242.65960693359375","-27.59973653157552","-246.12908935546875","240.9958038330078","15.121498107910156","-195.15426635742188","225.3972625732422","","",""
"616704","-94.09576416015625","-94.09576416015625","-94.09576416015625","-60.52091979980469","-60.52091979980469","-60.52091979980469","-17.297210693359375","-17.297210693359375","-17.297210693359375","162.2084197998047","162.2084197998047","162.2084197998047","277.04383850097656","264.5572509765625","289.5304260253906"
"616832","-213.75143432617188","-213.75143432617188","-213.75143432617188","42.25148010253906","-141.79840087890625","226.30136108398438","248.39041137695312","212.5399169921875","284.24090576171875","-87.90745544433594","-87.90745544433594","-87.90745544433594","25.62773895263672","25.62773895263672","25.62773895263672"
"616960","-127.40749104817708","-464.70745849609375","147.739990234375","64.05370330810547","64.05370330810547","64.05370330810547","121.43669891357422","12.512298583984375","230.36109924316406","240.50049591064453","233.64556884765625","247.3554229736328","51.218292236328125","-71.8292236328125","174.26580810546875"
"617088","-142.64645385742188","-142.64645385742188","-142.64645385742188","55.29989369710287","-78.0212173461914","233.60328674316406","153.50354766845703","20.477127075195312","286.52996826171875","","","","-31.21209716796875","-319.9814147949219","257.5572204589844"
"617216","-133.0565185546875","-140.0831756591797","-126.02986145019531","-2.990619659423828","-37.86485290527344","31.88361358642578","-83.2211685180664","-83.2211685180664","-83.2211685180664","123.23522186279297","-115.91954803466797","249.1148681640625","265.6229248046875","265.6229248046875","265.6229248046875"
"617344","-65.79158020019531","-154.19830322265625","22.615142822265625","-76.10384877522786","-213.9694366455078","2.8313522338867188","72.39342498779297","-81.17958068847656","225.9664306640625","","","","265.74110412597656","256.5539245605469","274.92828369140625"
"617472","-211.9778289794922","-238.45802307128906","-185.4976348876953","-267.2548243204753","-709.2937622070312","-22.246963500976562","-21.021011352539062","-229.86570739746094","187.8236846923828","","","","87.09853744506836","-79.76421356201172","253.96128845214844"
"617600","77.61958122253418","-60.457584381103516","215.69674682617188","5.76702880859375","5.76702880859375","5.76702880859375","139.63118743896484","31.584228515625","247.6781463623047","228.0759506225586","215.2252960205078","240.92660522460938","252.72702026367188","252.72702026367188","252.72702026367188"
"617728","-176.26602681477866","-505.8583984375","195.30262756347656","-192.7034912109375","-192.7034912109375","-192.7034912109375","-21.14445622762044","-69.86897277832031","42.811607360839844","281.3302001953125","281.3302001953125","281.3302001953125","","",""
"617856","","","","147.11277389526367","-45.78524398803711","270.845703125","","","","75.9200210571289","-143.2882537841797","295.1282958984375","245.83058166503906","238.02601623535156","253.63514709472656"
"617984","64.56466166178386","-93.21354675292969","286.933349609375","0.34629058837890625","0.34629058837890625","0.34629058837890625","69.73799896240234","-130.9731903076172","270.4491882324219","-80.48471069335938","-80.48471069335938","-80.48471069335938","236.179443359375","236.179443359375","236.179443359375"
"618112","-262.60321044921875","-384.8015441894531","-184.64291381835938","132.66605377197266","-13.981491088867188","279.3135986328125","-39.57587242126465","-54.40269088745117","-24.749053955078125","-3.21209716796875","-3.21209716796875","-3.21209716796875","25.782997131347656","-193.45396423339844","263.8126220703125"
"618240","-165.44340133666992","-207.3609619140625","-123.52584075927734","128.00712203979492","18.163002014160156","237.8512420654297","245.084228515625","245.084228515625","245.084228515625","172.6215057373047","170.76596069335938","174.47705078125","-54.58716583251953","-161.47006225585938","52.29573059082031"
"618368","30.62567392985026","-186.7587127685547","279.54754638671875","27.15331268310547","27.15331268310547","27.15331268310547","118.80988311767578","-9.99591064453125","247.6156768798828","-8.709541320800781","-22.330535888671875","4.9114532470703125","","",""
"618496","-233.55208587646484","-321.8074951171875","-145.2966766357422","45.10622787475586","2.4252395629882812","87.78721618652344","-37.813210805257164","-46.57246398925781","-32.34968566894531","","","","239.96868896484375","203.32275390625","276.6146240234375"
"618624","-71.11446762084961","-119.11637878417969","-23.11255645751953","203.15615844726562","203.15615844726562","203.15615844726562","-47.21527862548828","-47.21527862548828","-47.21527862548828","258.9534149169922","249.38763427734375","268.5191955566406","-76.68689727783203","-76.68689727783203","-76.68689727783203"
"618752","-60.58661905924479","-267.85845947265625","295.34027099609375","168.5390167236328","168.5390167236328","168.5390167236328","","","","82.47080485026042","-54.438499450683594","241.8358612060547","267.0902099609375","267.0902099609375","267.0902099609375"
"618880","-35.43562698364258","-35.43562698364258","-35.43562698364258","","","","213.48855590820312","213.48855590820312","213.48855590820312","-68.44319915771484","-68.44319915771484","-68.44319915771484","-18.996124267578125","-18.996124267578125","-18.996124267578125"
"619008","-31.729615529378254","-41.736907958984375","-21.999080657958984","80.97168731689453","-21.202713012695312","183.14608764648438","1.2200469970703125","-251.53768920898438","253.977783203125","17.2105712890625","17.2105712890625","17.2105712890625","102.89563751220703","-59.18229675292969","264.97357177734375"
"619136","-56.70350901285807","-100.05706787109375","5.148902893066406","-8.679023742675781","-8.679023742675781","-8.679023742675781","226.81787109375","226.81787109375","226.81787109375","249.3428955078125","223.80535888671875","274.88043212890625","-40.80448913574219","-40.80448913574219","-40.80448913574219"
"619264","-66.49469757080078","-136.0042724609375","3.0148773193359375","196.3941650390625","196.3941650390625","196.3941650390625","-48.29417419433594","-360.57708740234375","310.11944580078125","","","","-45.78651428222656","-88.20510864257812","-3.367919921875"
"619392","-49.581398010253906","-82.68854522705078","-16.47425079345703","-22.186538696289062","-301.8559265136719","257.48284912109375","","","","-12.165946960449219","-12.165946960449219","-12.165946960449219","-166.15875244140625","-166.15875244140625","-166.15875244140625"
"619520","13.436360677083334","-209.30291748046875","260.62744140625","21.28319549560547","21.28319549560547","21.28319549560547","132.54497146606445","-17.516502380371094","282.6064453125","-237.958740234375","-237.958740234375","-237.958740234375","98.28555870056152","-46.84743118286133","243.41854858398438"
"619648","-19.681231180826824","-81.06190490722656","34.147743225097656","121.2756576538086","-2.4398040771484375","244.99111938476562","40.4305419921875","-40.38710021972656","121.24818420410156","269.51165771484375","269.51165771484375","269.51165771484375","40.43541717529297","-63.59080505371094","144.46163940429688"
