"Step","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': True}} - train/episode_reward__MAX"
"1920","16.12738100687663","14.85714340209961","18.399999618530273","19.145238240559895","15.75","23.285715103149414","19.145238240559895","15.75","23.285715103149414","16.12738100687663","14.85714340209961","18.399999618530273"
"2048","16.722222646077473","14","19.166667938232422","15.711111386617025","11.300000190734863","18.83333396911621","15.711111386617025","11.300000190734863","18.83333396911621","16.722222646077473","14","19.166667938232422"
"2176","15.198413213094076","14.833333969116211","15.428571701049805","17.510714848836262","15.875","19.80000114440918","17.510714848836262","15.875","19.80000114440918","15.198413213094076","14.833333969116211","15.428571701049805"
"2304","17.552910804748535","14.777777671813965","21.166667938232422","15.462963422139486","13","19.166667938232422","15.462963422139486","13","19.166667938232422","17.552910804748535","14.777777671813965","21.166667938232422"
"2432","14.64814821879069","13","17.5","15.236111005147299","13.333333015441895","18.25","15.236111005147299","13.333333015441895","18.25","14.64814821879069","13","17.5"
"2560","22.588889439900715","20.166667938232422","26.399999618530273","20.047619501749676","18.71428680419922","22.428571701049805","20.047619501749676","18.71428680419922","22.428571701049805","22.588889439900715","20.166667938232422","26.399999618530273"
"2688","17.904762268066406","14.5","22.5","15.160714785257975","14.625","15.85714340209961","15.160714785257975","14.625","15.85714340209961","17.904762268066406","14.5","22.5"
"2816","17.255953470865887","14.625","18.571430206298828","15.222222328186035","11","20","15.222222328186035","11","20","17.255953470865887","14.625","18.571430206298828"
"2944","15.430555661519369","11.666666984558105","21","17.047619501749676","14.428571701049805","21","17.047619501749676","14.428571701049805","21","15.430555661519369","11.666666984558105","21"
"3072","12.833333333333334","11","14.5","14.275132815043131","12.111111640930176","17.71428680419922","14.275132815043131","12.111111640930176","17.71428680419922","12.833333333333334","11","14.5"
"3200","19.077777862548828","13.833333969116211","23.399999618530273","21.60952377319336","15.428571701049805","26","21.60952377319336","15.428571701049805","26","19.077777862548828","13.833333969116211","23.399999618530273"
"3328","16.588889439900715","11.100000381469727","20.166667938232422","17.74074109395345","14.55555534362793","20.166667938232422","17.74074109395345","14.55555534362793","20.166667938232422","16.588889439900715","11.100000381469727","20.166667938232422"
"3456","13.573412895202637","12.666666984558105","14.428571701049805","13.80833371480306","12.40000057220459","15.40000057220459","13.80833371480306","12.40000057220459","15.40000057220459","13.573412895202637","12.666666984558105","14.428571701049805"
"3584","15.031746864318848","12.666666984558105","18.571430206298828","16.053571701049805","13","20.285715103149414","16.053571701049805","13","20.285715103149414","15.031746864318848","12.666666984558105","18.571430206298828"
"3712","16.13293711344401","13.375","19.166667938232422","15.934523900349935","14.5","18.428571701049805","15.934523900349935","14.5","18.428571701049805","16.13293711344401","13.375","19.166667938232422"
"3840","14.387566248575846","11.55555534362793","16.75","18.275132815043133","12.111111640930176","28","18.275132815043133","12.111111640930176","28","14.387566248575846","11.55555534362793","16.75"
"3968","18.523810068766277","16.85714340209961","21","20.241270701090496","16.85714340209961","23.200000762939453","20.241270701090496","16.85714340209961","23.200000762939453","18.523810068766277","16.85714340209961","21"
"4096","15.322752316792807","14.111111640930176","16.571430206298828","14.618386586507162","12.44444465637207","16.125","14.618386586507162","12.44444465637207","16.125","15.322752316792807","14.111111640930176","16.571430206298828"
"4224","16.543651580810547","13.714286804199219","20.166667938232422","16.826455116271973","13.222222328186035","22.399999618530273","16.826455116271973","13.222222328186035","22.399999618530273","16.543651580810547","13.714286804199219","20.166667938232422"
"4352","15.19444465637207","12.75","18.83333396911621","13.459523836771647","10.199999809265137","17.428571701049805","13.459523836771647","10.199999809265137","17.428571701049805","15.19444465637207","12.75","18.83333396911621"
"4480","14.273809750874838","13.571429252624512","14.875","16.839285850524902","14.875","20.5","16.839285850524902","14.875","20.5","14.273809750874838","13.571429252624512","14.875"
"4608","17.56349245707194","15.85714340209961","18.83333396911621","15.296958287556967","13.44444465637207","17.571430206298828","15.296958287556967","13.44444465637207","17.571430206298828","17.56349245707194","15.85714340209961","18.83333396911621"
"4736","13.050925890604654","12.222222328186035","14.375","15.26388931274414","12.75","20.166667938232422","15.26388931274414","12.75","20.166667938232422","13.050925890604654","12.222222328186035","14.375"
"4864","14.323810259501139","11.40000057220459","17.571430206298828","13.609524091084799","11.40000057220459","15.428571701049805","13.609524091084799","11.40000057220459","15.428571701049805","14.323810259501139","11.40000057220459","17.571430206298828"
"4992","13.284523963928223","11.300000190734863","15.428571701049805","12.833333333333334","11","14.375","12.833333333333334","11","14.375","13.284523963928223","11.300000190734863","15.428571701049805"
"5120","13.779762268066406","12.625","15.714286804199219","15.724868138631185","13.285715103149414","19.33333396911621","15.724868138631185","13.285715103149414","19.33333396911621","13.779762268066406","12.625","15.714286804199219"
"5248","17.55158805847168","16.25","18.83333396911621","15.255952835083008","13.625","17.428571701049805","15.255952835083008","13.625","17.428571701049805","17.55158805847168","16.25","18.83333396911621"
"5376","17.093915939331055","12.88888931274414","22.25","15.949074109395346","12.222222328186035","22.25","15.949074109395346","12.222222328186035","22.25","17.093915939331055","12.88888931274414","22.25"
"5504","15.904762585957846","13","20.571430206298828","16.083333333333332","13.5","19.25","16.083333333333332","13.5","19.25","15.904762585957846","13","20.571430206298828"
"5632","14.467592557271322","12.777777671813965","16.5","15.041667302449545","13.125","16.71428680419922","15.041667302449545","13.125","16.71428680419922","14.467592557271322","12.777777671813965","16.5"
"5760","12.725529352823893","10.44444465637207","14.85714340209961","13.958333651224772","11.40000057220459","17.600000381469727","13.958333651224772","11.40000057220459","17.600000381469727","12.725529352823893","10.44444465637207","14.85714340209961"
"5888","18.05555597941081","14","21.5","18.901588439941406","16.33333396911621","21.80000114440918","18.901588439941406","16.33333396911621","21.80000114440918","18.05555597941081","14","21.5"
"6016","16.166667302449543","12.5","18.71428680419922","15.391534805297852","11.88888931274414","17.285715103149414","15.391534805297852","11.88888931274414","17.285715103149414","16.166667302449543","12.5","18.71428680419922"
"6144","15.320106506347656","12.222222328186035","19.166667938232422","16.907408078511555","12.222222328186035","19.33333396911621","16.907408078511555","12.222222328186035","19.33333396911621","15.320106506347656","12.222222328186035","19.166667938232422"
"6272","13.861111005147299","12.333333015441895","14.625","14.216931343078613","12.333333015441895","16.428571701049805","14.216931343078613","12.333333015441895","16.428571701049805","13.861111005147299","12.333333015441895","14.625"
"6400","13.422222455342611","10.600000381469727","17.33333396911621","12.79629643758138","10.88888931274414","15.166666984558105","12.79629643758138","10.88888931274414","15.166666984558105","13.422222455342611","10.600000381469727","17.33333396911621"
"6528","19.81428623199463","13.142857551574707","27.80000114440918","18.541666666666668","15.125","22","18.541666666666668","15.125","22","19.81428623199463","13.142857551574707","27.80000114440918"
"6656","14.89814821879069","13.44444465637207","17.25","14.957672437032064","13.44444465637207","15.85714340209961","14.957672437032064","13.44444465637207","15.85714340209961","14.89814821879069","13.44444465637207","17.25"
"6784","17.825000127156574","12.375","22.600000381469727","15.017857233683268","12","17.428571701049805","15.017857233683268","12","17.428571701049805","17.825000127156574","12.375","22.600000381469727"
"6912","15.439154307047525","12.88888931274414","17.285715103149414","15.629630406697592","12.88888931274414","17.428571701049805","15.629630406697592","12.88888931274414","17.428571701049805","15.439154307047525","12.88888931274414","17.285715103149414"
"7040","15.789683024088541","13.75","17.285715103149414","17.486111323038738","13.625","20.33333396911621","17.486111323038738","13.625","20.33333396911621","15.789683024088541","13.75","17.285715103149414"
"7168","16.05555597941081","12","23.166667938232422","13.416666666666666","12.25","15","13.416666666666666","12.25","15","16.05555597941081","12","23.166667938232422"
"7296","15.172619501749674","13.625","16.142858505249023","13.199074109395346","10.222222328186035","15.75","13.199074109395346","10.222222328186035","15.75","15.172619501749674","13.625","16.142858505249023"
"7424","16.128968556722004","15.125","17.83333396911621","17.208333333333332","15.125","21","17.208333333333332","15.125","21","16.128968556722004","15.125","17.83333396911621"
"7552","15.83068815867106","13.777777671813965","17.85714340209961","18.923810323079426","15.714286804199219","23.200000762939453","18.923810323079426","15.714286804199219","23.200000762939453","15.83068815867106","13.777777671813965","17.85714340209961"
"7680","13.301587422688803","12.333333015441895","14.142857551574707","14.226190567016602","12","17.25","14.226190567016602","12","17.25","13.301587422688803","12.333333015441895","14.142857551574707"
"7808","13.79629643758138","11.777777671813965","15.5","13.962963104248047","11.777777671813965","16","13.962963104248047","11.777777671813965","16","13.79629643758138","11.777777671813965","15.5"
"7936","16.58333396911621","15.75","17.85714340209961","15.376323382059732","14.875","16.142858505249023","15.376323382059732","14.875","16.142858505249023","16.58333396911621","15.75","17.85714340209961"
"8064","17.833333651224773","15.000000953674316","20","17.753968556722004","16.428571701049805","20","17.753968556722004","16.428571701049805","20","17.833333651224773","15.000000953674316","20"
"8192","13.649999936421713","12.199999809265137","15.375","13.855158805847168","11.333333015441895","16.85714340209961","13.855158805847168","11.333333015441895","16.85714340209961","13.649999936421713","12.199999809265137","15.375"
"8320","13.966931343078613","13.222222328186035","15.428571701049805","13.483333269755045","12.699999809265137","14.5","13.483333269755045","12.699999809265137","14.5","13.966931343078613","13.222222328186035","15.428571701049805"
"8448","13.501984596252441","11.166666984558105","14.714286804199219","15.092064221700033","11.300000190734863","18.142858505249023","15.092064221700033","11.300000190734863","18.142858505249023","13.501984596252441","11.166666984558105","14.714286804199219"
"8576","17.00000063578288","12.666666984558105","24.000001907348633","16.722222328186035","14.333333015441895","18","16.722222328186035","14.333333015441895","18","17.00000063578288","12.666666984558105","24.000001907348633"
"8704","15.058201471964518","12.88888931274414","18","14.962963740030924","12.88888931274414","17.71428680419922","14.962963740030924","12.88888931274414","17.71428680419922","15.058201471964518","12.88888931274414","18"
"8832","16.14814853668213","11.333333015441895","20.33333396911621","15.587301890055338","11.333333015441895","20.85714340209961","15.587301890055338","11.333333015441895","20.85714340209961","16.14814853668213","11.333333015441895","20.33333396911621"
"8960","18.374603589375813","12.666666984558105","24.600000381469727","14.781085014343262","11.111111640930176","17.85714340209961","14.781085014343262","11.111111640930176","17.85714340209961","18.374603589375813","12.666666984558105","24.600000381469727"
"9088","16.373016357421875","14.5","18.33333396911621","15.797619183858236","15.142857551574707","17","15.797619183858236","15.142857551574707","17","16.373016357421875","14.5","18.33333396911621"
"9216","16.013888994852703","12.333333015441895","21.33333396911621","18.0634921391805","12.333333015441895","24","18.0634921391805","12.333333015441895","24","16.013888994852703","12.333333015441895","21.33333396911621"
"9344","15.880952835083008","14.714286804199219","17.5","16.11309560139974","14.625","17.285715103149414","16.11309560139974","14.625","17.285715103149414","15.880952835083008","14.714286804199219","17.5"
"9472","19.836509068806965","18.142858505249023","21.200000762939453","20.077777862548828","18.5","22.399999618530273","20.077777862548828","18.5","22.399999618530273","19.836509068806965","18.142858505249023","21.200000762939453"
"9600","14.755952835083008","11.5","16.625","12.899999936421713","11.199999809265137","16","12.899999936421713","11.199999809265137","16","14.755952835083008","11.5","16.625"
"9728","15.291667302449545","14.85714340209961","16.142858505249023","17.37738100687663","14.85714340209961","22.399999618530273","17.37738100687663","14.85714340209961","22.399999618530273","15.291667302449545","14.85714340209961","16.142858505249023"
"9856","17.85000006357829","11.800000190734863","28.5","19.741666793823242","14.625","24.600000381469727","19.741666793823242","14.625","24.600000381469727","17.85000006357829","11.800000190734863","28.5"
"9984","12.774999936421713","11.199999809265137","15.75","14.195767720540365","11.44444465637207","16.85714340209961","14.195767720540365","11.44444465637207","16.85714340209961","12.774999936421713","11.199999809265137","15.75"
"10112","14.708333333333334","13.75","15.375","18.291666666666668","13.75","25.75","18.291666666666668","13.75","25.75","14.708333333333334","13.75","15.375"
"10240","14.656481424967447","12.44444465637207","17.399999618530273","17.194444338480633","14.333333015441895","20.5","17.194444338480633","14.333333015441895","20.5","14.656481424967447","12.44444465637207","17.399999618530273"
"10368","20.955556233723957","18.666667938232422","23.80000114440918","20.3000005086263","18.5","23.200000762939453","20.3000005086263","18.5","23.200000762939453","20.955556233723957","18.666667938232422","23.80000114440918"
"10496","21.12592601776123","15.777777671813965","25.600000381469727","19.733333587646484","13","24.200000762939453","19.733333587646484","13","24.200000762939453","21.12592601776123","15.777777671813965","25.600000381469727"
"10624","18.914286613464355","15.571429252624512","21.600000381469727","17.023810704549152","14.333333969116211","20.166667938232422","17.023810704549152","14.333333969116211","20.166667938232422","18.914286613464355","15.571429252624512","21.600000381469727"
"10752","16.747090021769207","13.55555534362793","19.399999618530273","18.466270446777344","13.375","25.166667938232422","18.466270446777344","13.375","25.166667938232422","16.747090021769207","13.55555534362793","19.399999618530273"
"10880","15.492064158121744","11.666666984558105","21.666667938232422","13.674603462219238","11.5","15.85714340209961","13.674603462219238","11.5","15.85714340209961","15.492064158121744","11.666666984558105","21.666667938232422"
"11008","14.861111005147299","13.333333015441895","16.125","15.021825472513834","13.875","15.85714340209961","15.021825472513834","13.875","15.85714340209961","14.861111005147299","13.333333015441895","16.125"
"11136","14.85714340209961","13.375","17.571430206298828","14.571429252624512","12.88888931274414","17.71428680419922","14.571429252624512","12.88888931274414","17.71428680419922","14.85714340209961","13.375","17.571430206298828"
"11264","14.815476735432943","13.75","16.571430206298828","15.208333969116211","13.625","17.142858505249023","15.208333969116211","13.625","17.142858505249023","14.815476735432943","13.75","16.571430206298828"
"11392","12.666666984558105","12.111111640930176","13.222222328186035","12.708333333333334","11.777777671813965","13.222222328186035","12.708333333333334","11.777777671813965","13.222222328186035","12.666666984558105","12.111111640930176","13.222222328186035"
"11520","16.6714293162028","13.714286804199219","21.80000114440918","18.986111958821613","14.625","23.166667938232422","18.986111958821613","14.625","23.166667938232422","16.6714293162028","13.714286804199219","21.80000114440918"
"11648","17.685185114542644","14.55555534362793","21.5","15.600000381469727","11.625","19.80000114440918","15.600000381469727","11.625","19.80000114440918","17.685185114542644","14.55555534362793","21.5"
"11776","13.282828330993652","9.181818008422852","17","13.030555725097656","9.300000190734863","16.125","13.030555725097656","9.300000190734863","16.125","13.282828330993652","9.181818008422852","17"
"11904","15.736111323038736","14.25","18.33333396911621","15.736111323038736","14.25","18.33333396911621","15.736111323038736","14.25","18.33333396911621","15.736111323038736","14.25","18.33333396911621"
"12032","12.861111005147299","12.333333015441895","13.25","12.70370356241862","12.333333015441895","13","12.70370356241862","12.333333015441895","13","12.861111005147299","12.333333015441895","13.25"
"12160","14.12169329325358","12.222222328186035","16","14.455026626586914","12.222222328186035","16","14.455026626586914","12.222222328186035","16","14.12169329325358","12.222222328186035","16"
"12288","19.46666653951009","17","22.399999618530273","20.154762268066406","17","25.75","20.154762268066406","17","25.75","19.46666653951009","17","22.399999618530273"
"12416","13.916666666666666","10.5","16","14.035714467366537","10.85714340209961","16","14.035714467366537","10.85714340209961","16","13.916666666666666","10.5","16"
"12544","18.15873082478841","16.71428680419922","19.428571701049805","17.736111323038738","15.875","19","17.736111323038738","15.875","19","18.15873082478841","16.71428680419922","19.428571701049805"
"12672","18.52777862548828","14.75","20.666667938232422","17.9761905670166","15.428571701049805","19.5","17.9761905670166","15.428571701049805","19.5","18.52777862548828","14.75","20.666667938232422"
"12800","16.38425922393799","12.777777671813965","22","16.666666666666668","13.25","22","16.666666666666668","13.25","22","16.38425922393799","12.777777671813965","22"
"12928","18.04814879099528","13.777777671813965","21.200000762939453","18.041667302449543","13.625","21.33333396911621","18.041667302449543","13.625","21.33333396911621","18.04814879099528","13.777777671813965","21.200000762939453"
"13056","19.89285723368327","15.428571701049805","28.5","18.51785723368327","14.125","26","18.51785723368327","14.125","26","19.89285723368327","15.428571701049805","28.5"
"13184","13.453703880310059","12.666666984558105","14.25","13.407407442728678","12.666666984558105","14.777777671813965","13.407407442728678","12.666666984558105","14.777777671813965","13.453703880310059","12.666666984558105","14.25"
"13312","17.597222646077473","14.125","19.666667938232422","18.38888931274414","14","21","18.38888931274414","14","21","17.597222646077473","14.125","19.666667938232422"
"13440","15.53439203898112","13.88888931274414","16.71428680419922","15.625000635782877","12.875","17.285715103149414","15.625000635782877","12.875","17.285715103149414","15.53439203898112","13.88888931274414","16.71428680419922"
"13568","14.939814885457357","12.44444465637207","19","14.244048118591309","11.714285850524902","18.142858505249023","14.244048118591309","11.714285850524902","18.142858505249023","14.939814885457357","12.44444465637207","19"
"13696","15.588889439900717","13.100000381469727","19.166667938232422","14.844156265258789","12.818181991577148","17.71428680419922","14.844156265258789","12.818181991577148","17.71428680419922","15.588889439900717","13.100000381469727","19.166667938232422"
"13824","13.310582796732584","10.90000057220459","16.142858505249023","13.996429125467936","10.90000057220459","17.71428680419922","13.996429125467936","10.90000057220459","17.71428680419922","13.310582796732584","10.90000057220459","16.142858505249023"
"13952","13.166666666666666","12","15.5","12.878307024637857","11.777777671813965","14.85714340209961","12.878307024637857","11.777777671813965","14.85714340209961","13.166666666666666","12","15.5"
"14080","16.93650945027669","16.571430206298828","17.571430206298828","18.007937749226887","16.571430206298828","19.166667938232422","18.007937749226887","16.571430206298828","19.166667938232422","16.93650945027669","16.571430206298828","17.571430206298828"
"14208","13.088215827941895","9.909090995788574","16.80000114440918","14.840067863464355","9.909090995788574","22.166667938232422","14.840067863464355","9.909090995788574","22.166667938232422","13.088215827941895","9.909090995788574","16.80000114440918"
"14336","19.166667302449543","15","25.166667938232422","17.014286041259766","13.5","20.399999618530273","17.014286041259766","13.5","20.399999618530273","19.166667302449543","15","25.166667938232422"
"14464","14.47685178120931","13.55555534362793","16.25","14.375","13.25","16.25","14.375","13.25","16.25","14.47685178120931","13.55555534362793","16.25"
"14592","15.277777989705404","13.25","18.83333396911621","15.064815203348795","13.111111640930176","18.83333396911621","15.064815203348795","13.111111640930176","18.83333396911621","15.277777989705404","13.25","18.83333396911621"
"14720","15.976852099100748","13.222222328186035","19.83333396911621","15.976852099100748","13.875","19.83333396911621","15.976852099100748","13.875","19.83333396911621","15.976852099100748","13.222222328186035","19.83333396911621"
"14848","12.433862686157227","11.44444465637207","13.85714340209961","12.558862686157227","11.44444465637207","13.85714340209961","12.558862686157227","11.44444465637207","13.85714340209961","12.433862686157227","11.44444465637207","13.85714340209961"
"14976","18.460318247477215","16.71428680419922","21.166667938232422","18.13888931274414","15.75","21.166667938232422","18.13888931274414","15.75","21.166667938232422","18.460318247477215","16.71428680419922","21.166667938232422"
"15104","16.693122545878094","12.222222328186035","19.285715103149414","16.511905034383137","12.625","19.285715103149414","16.511905034383137","12.625","19.285715103149414","16.693122545878094","12.222222328186035","19.285715103149414"
"15232","14.374338785807291","13.25","16.428571701049805","14.291005452473959","13","16.428571701049805","14.291005452473959","13","16.428571701049805","14.374338785807291","13.25","16.428571701049805"
"15360","16.840741475423176","12.55555534362793","19.166667938232422","17.666667620340984","12.666666984558105","21.166667938232422","17.666667620340984","12.666666984558105","21.166667938232422","16.840741475423176","12.55555534362793","19.166667938232422"
"15488","17.315740903218586","13.222222328186035","23.600000381469727","16.69444465637207","13.625","22.33333396911621","16.69444465637207","13.625","22.33333396911621","17.315740903218586","13.222222328186035","23.600000381469727"
"15616","14.913889249165853","11.199999809265137","17.166667938232422","14.325397491455078","10.666666984558105","17.166667938232422","14.325397491455078","10.666666984558105","17.166667938232422","14.913889249165853","11.199999809265137","17.166667938232422"
"15744","11.708333333333334","10","13.625","11.708333333333334","10","13.625","11.708333333333334","10","13.625","11.708333333333334","10","13.625"
"15872","14.61904780069987","13.222222328186035","16.85714340209961","14.511640548706055","12.90000057220459","16.85714340209961","14.511640548706055","12.90000057220459","16.85714340209961","14.61904780069987","13.222222328186035","16.85714340209961"
"16000","17.222222963968914","11.333333015441895","20.666667938232422","17.85555648803711","11.100000381469727","22.80000114440918","17.85555648803711","11.100000381469727","22.80000114440918","17.222222963968914","11.333333015441895","20.666667938232422"
"16128","16.015873273213703","13.333333015441895","19","15.86309560139974","13.875","18","15.86309560139974","13.875","18","16.015873273213703","13.333333015441895","19"
"16256","16.380555788675945","12.666666984558105","22.600000381469727","16.041666666666668","12.75","21.5","16.041666666666668","12.75","21.5","16.380555788675945","12.666666984558105","22.600000381469727"
"16384","16.51904805501302","12.5","21.200000762939453","16.952381134033203","12.5","22.5","16.952381134033203","12.5","22.5","16.51904805501302","12.5","21.200000762939453"
"16512","17.0052916208903","12.44444465637207","19.571430206298828","16.86243502298991","12.44444465637207","19.571430206298828","16.86243502298991","12.44444465637207","19.571430206298828","17.0052916208903","12.44444465637207","19.571430206298828"
"16640","17.531747182210285","15.714286804199219","19.166667938232422","17.62698491414388","15.714286804199219","19.166667938232422","17.62698491414388","15.714286804199219","19.166667938232422","17.531747182210285","15.714286804199219","19.166667938232422"
