"Step","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX"
"76800","14.718568801879883","12.40000057220459","15.824999809265137","15.152752876281738","13.791666984558105","15.902438163757324","15.188638687133789","14.774192810058594","15.780487060546875","-27.664025688171385","-200","15.54054069519043","-15.955652618408203","-137","15.902438163757324"
"76928","14.417558479309083","12.628571510314941","15.361111640930176","15.06858959197998","14.482758522033691","15.45714282989502","15.498474502563477","15.342857360839844","15.692307472229004","15.300704383850098","14.566667556762695","16","6.831015014648438","-24.33333396911621","15.399999618530273"
"77056","14.970717811584473","13.69565200805664","15.472222328186035","15.373122215270996","14.709676742553711","15.976190567016602","15.345676231384278","14.806450843811035","15.605263710021973","-29.103376579284667","-200","15.088234901428223","14.217558288574219","10.222222328186035","15.361111640930176"
"77184","14.306866073608399","11.5","16","15.482656288146973","15.090909957885742","15.824999809265137","15.418379592895509","15.257143020629883","15.631579399108887","1.445627212524414","-48","15.717948913574219","-6.037389945983887","-92","15.763157844543457"
"77312","15.086242294311523","14.039999961853027","15.743590354919434","15.139523887634278","14.464286804199219","15.399999618530273","15.366495513916016","15.03125","15.567567825317383","-30.38975613117218","-200","15.6578950881958","4.952988243103027","-36","15.615385055541992"
"77440","14.464978408813476","12.1578950881958","15.631579399108887","15.139644241333007","14.259259223937988","15.513513565063477","15.355898475646972","15.147058486938477","15.513513565063477","0.5252408981323242","-49","15.800000190734863","12.661987066268921","2.846153974533081","15.77500057220459"
"77568","15.270347023010254","14.620689392089844","15.699999809265137","15.395373344421387","15.181818962097168","15.769230842590332","15.39573917388916","15.20588207244873","15.567567825317383","-8.467971229553223","-88","15.692307472229004","13.269018650054932","5.900000095367432","15.800000190734863"
"77696","14.412858390808106","11","15.878047943115234","15.270616912841797","14.80000114440918","15.804877281188965","15.630409812927246","15.342857360839844","15.902438163757324","-1.3063316345214844","-31.5","15.743590354919434","11.315829944610595","-6.200000286102295","15.850000381469727"
"77824","15.342500114440918","14.90625","15.7333345413208","15.028781509399414","13.333333969116211","15.75","15.477163887023925","15.371428489685059","15.684210777282715","9.012153434753419","-7.75","15.6578950881958","13.710286617279053","8.666666984558105","15.692307472229004"
"77952","14.344823455810547","12.419354438781738","15.666666984558105","14.190948677062988","11.100000381469727","15.12121295928955","15.338042259216309","14.90625","15.594594955444336","-2.768015670776367","-48.5","15.38888931274414","-10.007433891296387","-68","16.090909957885742"
"78080","14.71347942352295","14.375","15.228571891784668","14.9391939163208","13.391304969787598","15.621622085571289","15.350507736206055","15.20588207244873","15.552631378173828","10.499558258056641","-2","15.55555534362793","-31.302864933013915","-200","15.800000190734863"
"78208","14.03326244354248","12.523809432983398","15.472222328186035","15.003043937683106","13.666666984558105","15.38888931274414","15.538702011108398","15.181818962097168","15.717948913574219","4.166100120544433","-22.25","15.589743614196777","4.350490093231201","-21.33333396911621","15.399999618530273"
"78336","15.044356536865234","14.7333345413208","15.550000190734863","15.253973960876465","14.870966911315918","15.483870506286621","4.740254211425781","-38","15.594594955444336","-15.823381042480468","-106","15.631579399108887","-15.159877014160156","-93","15.605263710021973"
"78464","15.01591911315918","14.384615898132324","15.55555534362793","14.786021995544434","13.15999984741211","15.352941513061523","12.113877415657043","-0.8333333730697632","15.675676345825195","-3.0975462436676025","-64","15.371428489685059","7.773611068725586","-10","15.30555534362793"
"78592","15.229290199279784","14.766667366027832","15.44444465637207","15.263598251342774","14.806450843811035","15.605263710021973","14.941763114929199","13.222222328186035","15.615385055541992","-6.840367317199707","-91","15.717948913574219","3.4739639282226564","-14.800000190734863","15.666666984558105"
"78720","14.85794620513916","13.719999313354492","15.902438163757324","13.395323467254638","5.333333492279053","15.800000190734863","15.395450019836426","14.774192810058594","15.853657722473145","15.132269382476807","14.837838172912598","15.631579399108887","-16.86904420852661","-125","15.5"
"78848","15.30992546081543","14.838708877563477","15.824999809265137","15.185537719726563","13.5","15.692307472229004","15.302821731567382","15.15151596069336","15.514286041259766","-27.690619659423827","-200","15.875","12.758699941635133","3.6666667461395264","15.594594955444336"
"78976","15.190561676025391","14.428571701049805","15.594594955444336","15.734337425231933","15.594594955444336","15.824999809265137","15.33603343963623","15.030303955078125","15.631579399108887","15.418897867202759","15.242424964904785","15.743590354919434","5.988452529907226","-30.75","15.605263710021973"
"79104","15.482636833190918","15.0625","15.902438163757324","14.859348678588868","11.666666984558105","16","15.531666946411132","15.30555534362793","15.800000190734863","-11.016666603088378","-117","15.75","9.877449417114258","-11.600000381469727","15.605263710021973"
"79232","4.114976310729981","-40","15.829267501831055","15.222467422485352","14.222222328186035","15.878047943115234","15.544215393066406","15.472222328186035","15.736842155456543","15.551874876022339","15.45714282989502","15.631579399108887","13.13252010345459","3","15.926828384399414"
"79360","12.039668333530425","-0.6666666865348816","15.527777671813965","15.142842292785645","14.259259223937988","15.804877281188965","15.319500732421876","15.090909957885742","15.692307472229004","2.787756156921387","-45.75","15.567567825317383","12.892567443847657","6","15.361111640930176"
"79488","4.268452405929565","-30","15.952381134033203","15.814978408813477","15.631579399108887","15.952381134033203","15.487846183776856","15.03125","15.952381134033203","-10.227706146240234","-55.333335876464844","16.15909194946289","15.708614667256674","15.6578950881958","15.75"
"79616","12.728009796142578","8.307692527770996","15.333333015441895","13.852679252624512","7.818181991577148","15.804877281188965","15.52353515625","15.371428489685059","15.666666984558105","3.100818693637848","-8","15.526315689086914","1.5665074586868286","-21","15.605263710021973"
"79744","15.474573612213135","15.131579399108887","15.631579399108887","15.229365348815918","14.000000953674316","15.800000190734863","15.643329048156739","15.257143020629883","15.976190567016602","-27.301044273376466","-200","17","15.78092098236084","15.736842155456543","15.824999809265137"
"79872","-17.524076080322267","-149","15.75","15.021341133117676","12.6875","15.926828384399414","15.341878318786621","15.090909957885742","15.725000381469727","12.101260781288147","2.5833334922790527","15.416666984558105","-37.12939853668213","-153","15.824999809265137"
"80000","8.10059871673584","-21.80000114440918","15.75","14.677310943603516","13.227272987365723","15.850000381469727","15.21809253692627","14.870966911315918","15.710526466369629","-28.05207767486572","-200","15.45714282989502","-31.256928205490112","-200","15.631579399108887"
"80128","12.138937950134277","-0.75","15.717948913574219","15.216094207763671","13.34782600402832","15.952381134033203","15.366801452636718","15.090909957885742","15.64102554321289","-2.520207405090332","-74","15.594594955444336","15.315567779541016","15.090909957885742","15.44444465637207"
"80256","9.078174591064453","-17","15.824999809265137","15.09027557373047","13.52173900604248","15.692307472229004","15.487644386291503","15.264705657958984","15.756096839904785","-5.841037178039551","-91.5","15.692307472229004","15.722651481628418","15.472222328186035","16.133333206176758"
"80384","9.203175163269043","-15","15.567567825317383","15.556398963928222","15.38888931274414","15.743590354919434","15.316276931762696","14.689655303955078","15.684210777282715","15.088739156723022","14.7333345413208","15.621622085571289","15.40982608795166","15.03125","15.880952835083008"
"80512","-9.910773468017577","-110","15.485713958740234","15.355372428894043","15.03125","15.63888931274414","15.00597267150879","14.642857551574707","15.242424964904785","-3.728044319152832","-79.33333587646484","15.6578950881958","15.262788200378418","14.9354829788208","15.5"
"80640","12.986586380004884","2.875","15.756096839904785","15.425564384460449","15.222222328186035","15.65000057220459","15.463356208801269","15.176470756530762","15.743590354919434","14.98155174255371","14","15.824999809265137","15.503870582580566","15.257143020629883","15.692307472229004"
"80768","11.97035617828369","-2","15.621622085571289","15.454079055786133","15.181818962097168","16","15.320952033996582","14.870966911315918","15.54054069519043","-27.778698348999022","-200","15.38888931274414","15.403644180297851","14.838708877563477","16.023256301879883"
"80896","12.955626821517944","2.6666667461395264","15.6578950881958","15.366433143615723","14.7333345413208","15.824999809265137","15.351379776000977","15.15151596069336","15.567567825317383","2.160674285888672","-51","15.875","15.470967674255371","15.176470756530762","15.769230842590332"
"81024","15.528040885925293","15.15000057220459","15.800000190734863","15.454823112487793","15.15151596069336","15.769230842590332","15.589637756347656","15.12121295928955","15.930232048034668","15.342869997024536","14.90625","15.594594955444336","15.591307258605957","15.371428489685059","16.113636016845703"
"81152","7.43190860748291","-22.142858505249023","15.631579399108887","15.452971076965332","15.314286231994629","15.621622085571289","15.457681274414062","15.12121295928955","15.725000381469727","-12.179239654541016","-124","16.023256301879883","14.80422534942627","12","15.794872283935547"
"81280","11.852636003494263","1.2000000476837158","15.567567825317383","15.469970321655273","14.967741012573242","15.824999809265137","15.572468566894532","15.342857360839844","16.046510696411133","15.345109939575195","15.176470756530762","15.44444465637207","11.994743728637696","-1.5","15.578947067260742"
"81408","15.031880569458007","13.969696998596191","15.513513565063477","14.626484870910645","11","15.692307472229004","15.282800674438477","15.090909957885742","15.486486434936523","5.442526817321777","-35","15.875","15.1414945602417","14.393939971923828","15.6578950881958"
"81536","14.656829643249512","12.210526466369629","15.77500057220459","13.981939697265625","8.583333969116211","15.84615421295166","15.175941276550294","14.9354829788208","15.428571701049805","15.299330234527588","14.535715103149414","15.692307472229004","11.665480852127075","-2.1666667461395264","15.800000190734863"
"81664","15.470157241821289","15.090909957885742","15.743590354919434","15.185357666015625","14.370370864868164","15.731706619262695","15.618041229248046","15.342857360839844","15.928571701049805","8.626014518737794","-19","15.902438163757324","14.301706886291504","10.600000381469727","15.594594955444336"
"81792","15.27092628479004","14.7333345413208","15.684210777282715","15.199238777160645","14","15.717948913574219","15.421112442016602","15.176470756530762","15.717948913574219","-6.110375785827637","-92","15.605263710021973","15.413356304168701","15.228571891784668","15.552631378173828"
"81920","15.366551780700684","15.0625","15.717948913574219","14.271146774291992","12.214285850524902","15.578947067260742","15.35272159576416","14.9354829788208","15.631579399108887","15.305571794509888","14.806450843811035","15.692307472229004","5.8638561248779295","-31.200000762939453","15.472222328186035"
"82048","15.400982475280761","15","15.804877281188965","15.547611618041993","15.147058486938477","16","15.46003475189209","15.030303955078125","15.717948913574219","9.359079742431641","-14.571429252624512","15.666666984558105","12.290588408708572","0.2857142984867096","15.5"
"82176","15.351933479309082","14.90322494506836","15.692307472229004","15.26726474761963","14.838708877563477","15.54054069519043","15.404071235656739","15.125","15.6578950881958","15.737818956375122","15.594594955444336","15.84615421295166","8.909760093688964","-17.5","15.648649215698242"
"82304","15.479522705078125","14.96875","16.046510696411133","15.597678565979004","15.342857360839844","15.878047943115234","15.557063674926757","15.285714149475098","15.880952835083008","6.9442644119262695","-27","15.472222328186035","15.206687545776367","12.975608825683594","16.113636016845703"
"82432","15.17010440826416","14.9375","15.473684310913086","15.013272285461426","14.774192810058594","15.264705657958984","15.112040519714355","14.500000953674316","15.428571701049805","-6.115629959106445","-91","15.928571701049805","15.118840217590332","14.766667366027832","15.77500057220459"
"82560","15.723566818237305","15.54054069519043","16.177778244018555","15.500177764892578","15.181818962097168","15.666666984558105","15.565328979492188","15.361111640930176","15.769230842590332","15.44269323348999","15.257143020629883","15.692307472229004","15.561624336242676","15.44444465637207","15.692307472229004"
"82688","15.008896255493164","12.904762268066406","15.976190567016602","15.44632511138916","15.03125","15.824999809265137","15.430668067932128","15.235294342041016","15.684210777282715","0.9920896530151367","-57.333335876464844","15.800000190734863","15.390534400939941","15.20588207244873","15.692307472229004"
"82816","14.444832611083985","11.666666984558105","15.285714149475098","15.466838836669922","15.235294342041016","15.631579399108887","15.324495315551758","15.032258033752441","15.717948913574219","8.961116600036622","-15.75","15.717948913574219","15.368059158325195","15.096774101257324","15.692307472229004"
"82944","14.851201438903809","12.40625","15.631579399108887","15.22688980102539","14.551724433898926","15.7380952835083","15.891479301452637","15.552631378173828","16.25531768798828","-27.60344543457031","-200","15.567567825317383","15.400555610656738","14.870966911315918","15.976190567016602"
"83072","15.044218254089355","14.833333969116211","15.235294342041016","15.147183609008788","14.866667747497559","15.5","14.905101776123047","14.500000953674316","15.264705657958984","15.175080060958862","14.766667366027832","15.513513565063477","15.383032608032227","15.15151596069336","15.666666984558105"
"83200","15.420149803161621","15.090909957885742","15.552631378173828","15.309109687805176","14.571429252624512","15.736842155456543","15.671746253967285","15.342857360839844","15.976190567016602","-6.029634475708008","-92","16.023256301879883","12.168514823913574","0","15.527777671813965"
"83328","15.222643852233887","14.838708877563477","15.833333969116211","14.851242446899414","13.75999927520752","15.264705657958984","15.242494010925293","14.586206436157227","15.527777671813965","15.32429552078247","14.96875","15.5","11.7722825050354","-1.1111111640930176","15.162162780761719"
"83456","15.373378372192382","15.272727966308594","15.527777671813965","15.402629470825195","15.060606956481934","15.725000381469727","15.470221900939942","15.314286231994629","15.743590354919434","-6.332100868225098","-92.5","15.45714282989502","15.512534379959106","15.181818962097168","15.800000190734863"
"83584","15.559214782714843","15.40540599822998","15.684210777282715","15.620529556274414","15.20588207244873","15.880952835083008","15.323353958129882","14.96875","15.769230842590332","-27.765817642211914","-200","15.578947067260742","2.9218835830688477","-47","15.44444465637207"
"83712","15.24471549987793","14.9375","15.567567825317383","15.434600257873536","15.12121295928955","15.794872283935547","15.334121322631836","14.90322494506836","15.725000381469727","15.445757150650024","15.03125","15.684210777282715","6.419695854187012","-29","15.850000381469727"
"83840","15.451484489440919","15.29411792755127","15.631579399108887","15.483995819091797","15.147058486938477","15.878047943115234","15.452339553833008","15","16.023256301879883","-1.8941068649291992","-71.66667175292969","15.975608825683594","15.036227226257324","12.828571319580078","15.769230842590332"
"83968","15.524004936218262","15.257143020629883","15.769230842590332","15.435936546325683","15.181818962097168","15.692307472229004","15.49654712677002","15.342857360839844","15.6578950881958","-4.372881317138672","-83","15.594594955444336","15.335980224609376","14.967741012573242","15.780487060546875"
"84096","15.239735412597657","15.03125","15.527777671813965","15.393732452392578","15","15.6578950881958","15.42833251953125","15","15.621622085571289","-2.8939306259155275","-76.5","15.710526466369629","15.522547149658203","15.20588207244873","15.824999809265137"
"84224","14.911360549926759","14.7333345413208","15.147058486938477","15.286490058898925","15.15151596069336","15.578947067260742","14.904636001586914","14.517241477966309","15.38888931274414","7.893170928955078","-19.5","15.264705657958984","14.85273551940918","14.269230842590332","15.527777671813965"
"84352","15.680059051513672","15.428571701049805","16","15.534977531433105","15.257143020629883","15.926828384399414","15.441913986206055","15.29411792755127","15.631579399108887","1.8059371948242187","-53","15.800000190734863","15.54348373413086","15.30555534362793","15.976190567016602"
"84480","15.73729133605957","15.257143020629883","16.136363983154297","15.767831420898437","15.472222328186035","16.090909957885742","15.804302978515626","15.416666984558105","15.976190567016602","10.73884620666504","-9.75","16","15.780769538879394","15.54054069519043","15.976190567016602"
"84608","15.706127548217774","15.264705657958984","15.926828384399414","15.361294746398926","15","16.023256301879883","15.565514373779298","15.09375","15.904762268066406","4.6620033264160154","-38.5","15.54054069519043","15.720296287536621","15.44444465637207","16.090909957885742"
"84736","15.43115692138672","15.125","15.578947067260742","15.617486381530762","15.20588207244873","16.13953399658203","15.45671558380127","15.285714149475098","15.692307472229004","15.470017671585083","15.09375","15.904762268066406","15.111315155029297","12.9375","15.975608825683594"
"84864","15.293125915527344","14.777777671813965","15.64102554321289","15.37928581237793","15","15.77500057220459","15.510044479370118","15.371428489685059","15.692307472229004","-6.23856201171875","-92.5","15.5","12.30300064086914","1","15.30555534362793"
"84992","15.40320987701416","15.20588207244873","15.769230842590332","15.470244216918946","15.03125","15.850000381469727","15.274879264831544","14.700000762939453","15.64102554321289","-27.8571985244751","-200","15.459460258483887","10.67774486541748","-7.75","15.800000190734863"
"85120","15.444581413269043","15.212121963500977","15.800000190734863","15.547959136962891","15.032258033752441","15.976190567016602","15.61240291595459","15.12121295928955","16.045455932617188","15.54336166381836","15.15151596069336","15.75","15.538655471801757","15.105263710021973","15.878047943115234"
"85248","15.325084495544434","14.586206436157227","15.75","15.324980354309082","15.03125","15.44444465637207","15.403594970703125","15.323529243469238","15.472222328186035","9.297429275512695","-15.714286804199219","15.717948913574219","15.317390823364258","14.500000953674316","15.717948913574219"
"85376","14.938310050964356","13.142857551574707","15.5","15.435020446777344","15.20588207244873","15.594594955444336","15.422109222412109","15.060606956481934","15.736842155456543","15.628061771392822","15.416666984558105","15.824999809265137","12.611901545524598","0.8333333730697632","15.631579399108887"
"85504","9.538749313354492","-11.75","15.736842155456543","15.172734260559082","14.642857551574707","15.621622085571289","15.154113006591796","15","15.36363697052002","-27.696103668212892","-200","15.55555534362793","-1.609364891052246","-38.5","16"
"85632","15.196832466125489","14.774192810058594","15.615385055541992","15.474586296081544","15.324324607849121","15.64102554321289","15.255819320678711","14.80000114440918","15.594594955444336","9.34149627685547","-13.714286804199219","15.621622085571289","8.9490300655365","-2.5","15.472222328186035"
"85760","15.270136070251464","15.088234901428223","15.472222328186035","15.379130172729493","15.181818962097168","15.648649215698242","15.347468948364257","14.806450843811035","15.631579399108887","15.192359352111817","14.5","15.594594955444336","-23.82255916595459","-179","15.725000381469727"
"85888","15.43994197845459","14.633334159851074","15.800000190734863","15.306375122070312","15.060606956481934","15.769230842590332","15.525516319274903","15.285714149475098","15.717948913574219","-7.200777244567871","-92","15.878047943115234","-10.722539329528809","-115","15.44444465637207"
"86016","15.540184020996094","15.264705657958984","15.769230842590332","15.6768648147583","15.361111640930176","15.875","15.452524185180664","15.12121295928955","15.824999809265137","15.339071035385132","14.9375","15.692307472229004","15.284564399719239","14.942856788635254","15.513513565063477"
"86144","15.472913551330567","15.181818962097168","15.6578950881958","15.449295997619629","15.090909957885742","15.999999046325684","15.336729621887207","15","15.552631378173828","-6.400273132324219","-94","15.743590354919434","15.339371490478516","14.85714340209961","15.605263710021973"
"86272","14.940551376342773","13.434782981872559","15.5","15.245130729675292","14.838708877563477","15.625","15.175638961791993","14.620689392089844","15.54054069519043","-27.76458873748779","-200","15.44444465637207","13.496144485473632","5.882352828979492","15.824999809265137"
"86400","15.213710594177247","14.464286804199219","15.824999809265137","15.433455657958984","15.242424964904785","15.552631378173828","15.52207317352295","15.371428489685059","15.631579399108887","15.465854406356812","15.12121295928955","15.769230842590332","15.40064296722412","15.030303955078125","15.75"
"86528","15.31993350982666","15.176470756530762","15.567567825317383","15.115142822265625","14.700000762939453","15.692307472229004","15.474120140075684","14.870966911315918","15.743590354919434","-6.356208992004395","-92.5","15.44444465637207","15.192019271850587","14.90625","15.44444465637207"
"86656","15.192486572265626","14.833333969116211","15.513513565063477","15.1414794921875","14.833333969116211","15.472222328186035","15.089573860168457","14.517241477966309","15.513513565063477","-27.840290451049803","-200","15.763157844543457","15.20583724975586","14.838708877563477","15.485713958740234"
"86784","15.20108413696289","14.870966911315918","15.5","15.264754486083984","14.666666984558105","15.829267501831055","15.81767978668213","15.717948913574219","15.951218605041504","15.39238452911377","14.80000114440918","15.951218605041504","15.636156463623047","15.378378868103027","16.044445037841797"
"86912","15.520517158508301","15.352941513061523","15.657142639160156","15.108233451843262","15","15.235294342041016","15.226820755004884","14.7333345413208","15.513513565063477","-31.41834087371826","-200","15.605263710021973","15.38825855255127","15","15.6578950881958"
"87040","13.867511367797851","8.384615898132324","15.342857360839844","15.285763549804688","14.90625","15.54054069519043","15.243025970458984","14.866667747497559","15.567567825317383","15.406488180160522","15.15151596069336","15.631579399108887","15.308529472351074","15.090909957885742","15.605263710021973"
"87168","15.545038986206055","15.264705657958984","15.952381134033203","15.465755271911622","14.90322494506836","15.717948913574219","15.386553955078124","15.117647171020508","15.54054069519043","-27.51511459350586","-200","15.871794700622559","15.592424774169922","14.7333345413208","16.276596069335938"
"87296","15.306478118896484","14.7333345413208","15.878047943115234","15.33635597229004","15.09375","15.594594955444336","15.114168167114258","14.90322494506836","15.242424964904785","0.9017580032348633","-57.333335876464844","15.684210777282715","15.236163902282716","14.80000114440918","15.54054069519043"
"87424","15.46679458618164","15.15151596069336","15.77500057220459","15.286297607421876","14.96875","15.54054069519043","15.109297561645509","14.600000381469727","15.567567825317383","15.394994258880615","14.96875","15.692307472229004","15.741706657409669","15.416666984558105","16.27083396911621"
"87552","15.5594051361084","15.314286231994629","15.725000381469727","15.535621643066406","15.20588207244873","16.023256301879883","15.550214576721192","15.342857360839844","15.829267501831055","-27.667144203186034","-200","15.54054069519043","15.470708847045898","15.15151596069336","16.0238094329834"
"87680","15.27969799041748","14.806450843811035","15.64102554321289","15.470966911315918","15.176470756530762","15.6578950881958","15.341601943969726","14.870966911315918","15.527777671813965","-27.693708610534667","-200","15.77500057220459","15.475225448608398","15.44444465637207","15.5"
"87808","15.510554313659668","15.235294342041016","15.769230842590332","15.413678169250488","15.176470756530762","15.769230842590332","15.338350296020508","14.741934776306152","15.878047943115234","15.72117829322815","15.605263710021973","15.928571701049805","15.387124252319335","15.090909957885742","15.743590354919434"
"87936","15.475337600708007","15.342857360839844","15.850000381469727","15.36645050048828","15.03125","15.717948913574219","15.154119873046875","14.870966911315918","15.850000381469727","9.996323585510254","-11.625","15.875","15.419587707519531","14.96875","15.684210777282715"
"88064","15.324773788452148","15","15.631579399108887","15.612531471252442","15.486486434936523","15.904762268066406","15.558994102478028","15.44444465637207","15.824999809265137","15.512872695922852","15.38888931274414","15.829267501831055","15.490640258789062","15.090909957885742","15.717948913574219"
"88192","15.298275566101074","14.90322494506836","15.902438163757324","15.5721586227417","15.44444465637207","15.692307472229004","15.538144493103028","15.264705657958984","15.77500057220459","0.9984914779663085","-56.66666793823242","15.717948913574219","15.580513000488281","15.371428489685059","15.743590354919434"
"88320","15.04108543395996","14.7333345413208","15.342857360839844","15.403154563903808","15.235294342041016","15.710526466369629","15.216506576538086","14.833333969116211","15.717948913574219","6.381127166748047","-30","15.710526466369629","15.326761054992676","14.90625","15.85714340209961"
"88448","15.236562347412109","14.655172348022461","15.710526466369629","15.114365577697754","14.724138259887695","15.428571701049805","15.166860389709473","14.870966911315918","15.54054069519043","15.351653099060059","14.9375","15.54054069519043","15.274491691589356","15.0625","15.45714282989502"
"88576","15.372386169433593","15.090909957885742","15.675000190734863","15.430000114440919","15.264705657958984","15.605263710021973","15.339354324340821","14.666666984558105","15.717948913574219","-27.754963684082032","-200","15.54054069519043","15.203496551513672","14.392857551574707","15.513513565063477"
"88704","15.481258583068847","15.0625","15.769230842590332","15.58831958770752","15.342857360839844","15.902438163757324","15.37825412750244","15.314286231994629","15.472222328186035","5.481892395019531","-33.5","15.44444465637207","15.19106502532959","14.9375","15.567567825317383"
"88832","14.698024368286132","11.722222328186035","15.605263710021973","15.519613456726074","15.38888931274414","15.717948913574219","15.290087890625","14.700000762939453","15.605263710021973","14.429000854492188","10.5","15.725000381469727","15.486930847167969","14.96875","15.829267501831055"
"88960","14.859483337402343","12.235294342041016","15.926828384399414","15.615170288085938","15.323529243469238","16.090909957885742","15.466152763366699","14.967741012573242","16","11.952263641357423","-2.5","16.069766998291016","15.32607192993164","14.90322494506836","15.594594955444336"
"89088","9.088631057739258","-16","15.552631378173828","15.420107650756837","15.060606956481934","15.904762268066406","15.557936668395996","15.285714149475098","15.904762268066406","14.755923843383789","12.333333015441895","15.513513565063477","15.50090217590332","15.030303955078125","15.928571701049805"
"89216","15.638351249694825","15.264705657958984","16.023256301879883","15.562857246398925","15.314286231994629","16","15.336254692077636","15.15625","15.472222328186035","15.318330574035645","13.84000015258789","16.200000762939453","15.57622127532959","15.399999618530273","15.717948913574219"
"89344","15.420935821533202","14.620689392089844","15.743590354919434","15.225592422485352","14.9354829788208","15.699999809265137","15.32503662109375","14.9375","15.631579399108887","15.351587295532227","15.285714149475098","15.472222328186035","15.422506332397461","15.090909957885742","15.594594955444336"
"89472","15.735955429077148","15.64102554321289","15.952381134033203","15.752881050109863","15.5","15.951218605041504","15.672959327697754","15.513513565063477","15.800000190734863","12.70461564064026","0.5555555820465088","15.878047943115234","15.576813888549804","15.486486434936523","15.684210777282715"
