"Step","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX"
"24192","7.969890308380127","-6.599999904632568","15.257143020629883","0.6317586898803711","-56.66666793823242","15.527777671813965","9.423407196998596","6.500000476837158","15.235294342041016","-7.535917520523071","-64","15.54054069519043","-29.79891710281372","-200","15.090909957885742"
"24320","-17.134640312194826","-69.5","15.0625","2.7884044647216797","-40.75","15.29411792755127","0.5940752744674682","-17.142858505249023","11.588234901428223","-51.717045307159424","-200","13.949999809265137","10.443181991577148","-1.5","15.090909957885742"
"24448","13.454205513000488","9.375","15.605263710021973","10.336636829376221","-7.333333492279053","15.44444465637207","-14.597222208976746","-53","8.44444465637207","-42.440000009536746","-200","3.799999952316284","15.03846035003662","14.428571701049805","15.54054069519043"
"24576","-21.642927169799805","-64.66667175292969","15.20588207244873","-5.829137229919434","-85","15.717948913574219","-41.675238609313965","-119.5","14.171428680419922","-46.69166717529297","-159","9.25","-5.943865013122559","-38","15.926828384399414"
"24704","10.731399655342102","6","15.54054069519043","4.138418960571289","-38.75","15.567567825317383","11.818277676900228","10.785715103149414","13.375","-11.546666622161865","-49.5","13.600000381469727","14.00586462020874","9.25","15.699999809265137"
"24832","-2.9669466972351075","-27","14.190476417541504","9.868011236190796","-2.6000001430511475","15.5","1.1841557979583741","-8.5","15.399999618530273","1.044545555114746","-10.25","13.272727966308594","-0.07003860473632813","-61.66666793823242","15.648649215698242"
"24960","2.500000317891439","-22.25","16","-13.928858757019043","-100","15.594594955444336","-4.777511954307556","-36","15.526315689086914","-4.394401025772095","-36","9.111111640930176","12.349675369262695","10.1578950881958","13.920000076293945"
"25088","-110.43333435058594","-200","9.5","-41.19475915431976","-200","15.235294342041016","-60.26000001430511","-200","8.5","-23.85500011444092","-85","8.625","-18.059343099594116","-65","15.361111640930176"
"25216","-27.51575756072998","-91.5","15.454545974731445","-10.58230152130127","-98","15.459460258483887","-82.13809525966644","-200","-1.3333333730697632","-49.27500009536743","-166","4.5","-36.82762336730957","-200","15.631579399108887"
"25344","6.1311110496521","-6.1666669845581055","15","7.218408417701721","-2.555555582046509","15.09375","-15.688315153121948","-86.5","13.600000381469727","-21.020833492279053","-54.75","15","10.643139457702636","-4.25","15.567567825317383"
"25472","-72.54999987284343","-200","9.350000381469727","15.504333019256592","14.9375","16.5","-20.08333330154419","-92.5","12.666666984558105","-77.20833333333333","-200","11.125","-7.448253631591797","-92","15.333333969116211"
"25600","-65.54666728973389","-200","10.199999809265137","-14.783967781066895","-91.5","15.44444465637207","5.584959506988525","-18.5","15.371428489685059","-60.531428527832034","-200","15.342857360839844","-6.103589057922363","-62","14.321429252624512"
"25728","-81.05142850875855","-200","14.642857551574707","-1.3367341041564942","-57","15.09375","-1.2157468795776367","-38.25","15.552631378173828","3.694895124435425","-11.800000190734863","15.736842155456543","-7.85755558013916","-65.5","15.472222328186035"
"25856","-26.125","-55","-2","-13.296616363525391","-91.5","15.552631378173828","-7.949999928474426","-51","15","1.7760852813720702","-30","15.486486434936523","-30.106753158569337","-200","15.057143211364746"
"25984","-35.250001072883606","-75.33333587646484","-7.000000476837158","-1.527756929397583","-26","15.684210777282715","-25.375685119628905","-89","15.472222328186035","-14.536486434936524","-71.5","18","-7.976039409637451","-71","15.29411792755127"
"26112","-12.837500095367432","-29.75","9.200000762939453","-1.169670009613037","-18.80000114440918","15.54054069519043","7.684847354888916","-11","14.870966911315918","-18.618684577941895","-52.5","15.631579399108887","-11.36536464691162","-69","15.769230842590332"
"26240","5.239495038986206","-3.3636364936828613","14.75","-7.004795265197754","-49","15.54054069519043","-17.72666654586792","-87","13.666666984558105","12.704374313354492","9.307692527770996","15.176470756530762","8.809206581115722","3","15.45714282989502"
"26368","-17.524286460876464","-59.333335876464844","11.7619047164917","4.771971821784973","-5","15.323529243469238","-19.56666660308838","-98.5","7.500000476837158","-12.640728998184205","-58.333335876464844","15.20588207244873","-30.16666669845581","-92","5.5"
"26496","-8.36928105354309","-67","15.264705657958984","9.521966743469239","-10.833333969116211","15.513513565063477","9.436084461212157","-2.8333334922790527","15.54054069519043","-37.08755378723144","-200","15.342857360839844","-22.29176458120346","-152","13.727272987365723"
"26624","-2.659681701660156","-37","14.586206436157227","13.670164680480957","8.25","15.44444465637207","13.624421119689941","7.909090995788574","15.769230842590332","-10.347460556030274","-40","15.472222328186035","-23.294686126708985","-93","15.55555534362793"
"26752","10.855384922027588","4.5714287757873535","15.416666984558105","13.647776412963868","10.727272987365723","15.342857360839844","11.468852841854096","-0.800000011920929","15.55555534362793","-12.77907066345215","-100","14.967741012573242","-4.629220485687256","-63.5","14.350000381469727"
"26880","-33.36533336639404","-145","14.333333015441895","-31.414187240600587","-143","15.342857360839844","2.930294132232666","-34.66666793823242","15.12121295928955","-40.09166660308838","-101","15","-49.899999952316286","-145","3.2857143878936768"
"27008","7.86060643196106","-3.3333332538604736","15.15151596069336","12.046685886383056","3.4000000953674316","14.961539268493652","-0.8973917007446289","-61","15.6578950881958","-29.07494010925293","-200","15.710526466369629","10.137435340881348","6","14.517241477966309"
"27136","-8.436969566345216","-39","15","-1.942856788635254","-38","15.314286231994629","6.508991813659668","-11.5","15.15625","-2.0371569991111755","-39","15.12121295928955","0.04857158660888672","-39","15.5"
"27264","-6.399238204956054","-32","13.880000114440918","-31.51397247314453","-165","15.976190567016602","-0.800714111328125","-31","15.371428489685059","-5.74186601638794","-35.5","15.631579399108887","-1.4067936897277833","-25","13.920000076293945"
"27392","-9.228205013275147","-40","14.19230842590332","-7.772007703781128","-43","15.54054069519043","6.637634992599487","-18.5","15.717948913574219","-16.96111116409302","-108","15.527777671813965","-4.71875","-19","15.125"
"27520","-12.950565910339355","-71","15.486486434936523","-26.983960914611817","-145","15.314286231994629","-10.763639450073242","-76.66667175292969","15.526315689086914","-40.0774359703064","-200","13","-20.029999923706054","-35.79999923706055","13.5"
"27648","6.922537803649902","-7.5","15.235294342041016","-3.243743085861206","-33.66666793823242","15.323529243469238","8.808796405792236","-6.833333492279053","15.44444465637207","-19.857142829895018","-49","9.714285850524902","2.48799991607666","-6.200000286102295","14.239999771118164"
"27776","-12.627012872695923","-70","13.136363983154297","-15.97983169555664","-81","15.459460258483887","6.383775520324707","-12.5","15.361111640930176","-74.39682559172313","-200","1.1428571939468384","-10.338888931274415","-24.33333396911621","13.88888931274414"
"27904","11.832853078842163","2.875","15.666667938232422","-1.6393585205078125","-36.66666793823242","15.29411792755127","-29.60905475616455","-200","15.513513565063477","-16.766666603088378","-48.79999923706055","10.800000190734863","10.161904907226562","3","15.666666984558105"
"28032","-8.888571739196777","-57.66666793823242","15.257143020629883","-18.915476322174072","-112","12.904762268066406","-0.41724610328674316","-43.66666793823242","15.54054069519043","-5.4439777135849","-43.66666793823242","15.176470756530762","-34.690741217136384","-98","11.962963104248047"
"28160","2.8996835708618165","-17.666667938232422","15.29411792755127","11.247807121276855","2.25","15.6578950881958","8.180382919311523","-8.727272987365723","15.77500057220459","8.0301944732666","3.2142858505249023","14.517241477966309","2.7982635498046875","-12.5","15.029412269592285"
"28288","-7.6776517868042","-48","15.666666984558105","5.92900447845459","-25.666667938232422","15.45714282989502","-0.7600425720214844","-28.666667938232422","15.513513565063477","-0.1482337474822998","-42","14.9354829788208","-6.5828629493713375","-35.5","15.206896781921387"
"28416","-21.002166748046875","-102","15.0625","-8.33925666809082","-102","15.717948913574219","-27.498666763305664","-102","14.839999198913574","0.39763498306274414","-19.666667938232422","15.54054069519043","-41.28354959487915","-200","14.272727966308594"
"28544","3.526017665863037","-21.5","15.342857360839844","12.780113792419433","3.25","15.21875","-5.895238018035888","-19","13.166666984558105","11.032809686660766","3.2857143878936768","15.068965911865234","5.5992437362670895","-8.75","14.199999809265137"
"28672","-25.351013374328613","-144","15.432433128356934","10.523437738418579","4.4166669845581055","15.833333969116211","-1.0992072463035583","-22.75","9.461539268493652","12.815914535522461","6.375","14.90322494506836","9.077880859375","-2","15.578947067260742"
"28800","9.13386470079422","-1.2857143878936768","15.605263710021973","-15.320084047317504","-44.75","15.235294342041016","-48.9133337020874","-125","-8.40000057220459","10.175238023201624","0.2857142984867096","16","-9.09238097667694","-56.5","15.371428489685059"
"28928","-3.0493004322052","-47.333335876464844","15.371428489685059","11.130535888671876","-0.5","15.514286041259766","-9.33333330154419","-34","12","-22.3","-70.5","9","6.466877174377442","-24","16.75"
"29056","5.463598251342773","-21.600000381469727","15.285714149475098","-11.49839735031128","-49","15.64102554321289","-55.2","-171","11.433334350585938","-100.50416660308838","-200","5.733333587646484","-6.750801277160645","-76","15.589743614196777"
"29184","10.135724449157715","-6.5","15.95348834991455","4.768627548217774","-31.33333396911621","15.594594955444336","-14.651012134552001","-51","15.552631378173828","-31.878676414489746","-80","15.235294342041016","8.244718170166015","-20","15.853657722473145"
"29312","9.924920639395713","0.1666666716337204","15.527777671813965","-11.400933456420898","-83","15.513513565063477","-16.25701732635498","-68","15.631579399108887","-39.222222089767456","-200","16.33333396911621","8.637123680114746","-8.75","15.0625"
"29440","1.610620880126953","-22","15.472222328186035","7.875198423862457","1.4285714626312256","15.472222328186035","-3.0423213958740236","-38.5","15.257143020629883","-87.50206909179687","-200","14.689655303955078","8.233647727966309","-12","15.15151596069336"
"29568","12.467276414235434","5.700000286102295","15.926828384399414","-69.76535105705261","-200","15.605263710021973","-43.402469635009766","-200","15.513513565063477","-14.046849966049194","-63","15.829267501831055","-7.673684120178223","-70","15.105263710021973"
"29696","-12.81098232269287","-73","15.77500057220459","9.256156158447265","3.0833334922790527","15.621622085571289","1.639473795890808","-7.599999904632568","15.6578950881958","-32.65039510726929","-200","14.392857551574707","6.594304323196411","-11.88888931274414","15.399999618530273"
"29824","-38.64945197105408","-200","15.285714149475098","15.309785461425781","15","15.545454978942871","-13.25","-91","18","13.487753550211588","10.25","15.277777671813965","9.50052318572998","-13","15.666666984558105"
"29952","-18.89095230102539","-149","15.416666984558105","11.413550615310669","8","15.147058486938477","-45.51845235824585","-200","12.0625","-54.10055561065674","-200","15.77500057220459","7.700565814971924","-5","15.583333969116211"
"30080","-32.262857055664064","-91","15.371428489685059","-6.550955390930175","-92","15.717948913574219","10.486364046732584","7.300000190734863","15.242424964904785","-46.163636207580566","-92.5","13.181818962097168","-5.322439193725586","-56.333335876464844","14.714285850524902"
"30208","2.44036979675293","-25","15.125","13.417600440979005","9.699999809265137","15.486486434936523","-43.69941520690918","-200","13.947368621826172","3.970134162902832","-27","15.096774101257324","2.43630313873291","-23","14.9354829788208"
"30336","7.672048187255859","-15.199999809265137","15.578947067260742","7.83978385925293","-2","13.272727966308594","-60.51666660308838","-200","5.4166669845581055","-30.24576735496521","-200","15.631579399108887","-19.07632179260254","-92.5","15.103447914123535"
"30464","11.72484312057495","4.111111164093018","15.567567825317383","7.303732109069824","-9.40000057220459","15.181818962097168","-9.870513153076171","-28.33333396911621","8.416666984558105","12.268433272838593","3.444444417953491","15.333333015441895","5.330284690856933","-27","15.135135650634766"
"30592","12.309022903442383","2.75","16.30000114440918","0.7015876770019531","-38.5","15.472222328186035","-10.2101731300354","-47","15.371428489685059","-9.353676414489746","-51.75","15.29411792755127","7.549223899841309","-5","15.29411792755127"
"30720","-12.534893226623534","-92.5","15.54054069519043","8.718865776062012","-9","15.77500057220459","-25.09333324432373","-122","13.666666984558105","10.792293262481689","1.25","15.432433128356934","-6.61520938873291","-84","15.147058486938477"
"30848","8.670411252975464","-1.2857143878936768","15.578947067260742","4.918506336212158","-18.399999618530273","15.29411792755127","-2.208888816833496","-21.5","12.38888931274414","6.46676025390625","-18","15.29411792755127","8.276723098754882","-8.333333969116211","15.684210777282715"
"30976","3.4728462219238283","-26.33333396911621","15.684210777282715","11.147335433959961","5.3125","15.780487060546875","-19.888888835906982","-121","8.5","-20.05692310333252","-81.5","15.615385055541992","1.8711228370666504","-25.666667938232422","15.264705657958984"
"31104","14.912116368611654","14.515151977539062","15.285714149475098","14.379177411397299","13.380952835083008","15.631579399108887","14.361111640930176","14.361111640930176","14.361111640930176","-57.184144020080566","-200","15.567567825317383","15.248052597045898","15.181818962097168","15.314286231994629"
"31232","-25.697669219970702","-170","15.6578950881958","-11.809010124206543","-81.66667175292969","15.621622085571289","-86.4685715675354","-200","0.8571429252624512","-14.304934692382812","-70","15.20588207244873","-25.86476230621338","-84","15.342857360839844"
"31360","-32.21802043914795","-200","15.952381134033203","3.849085235595703","-17","16","-35.95069928169251","-200","12.769230842590332","-1.380392074584961","-70.5","17","-14.293333387374878","-59.5","13.666666984558105"
"31488","-4.007539558410644","-45","14.392857551574707","-4.8588237285614015","-28.600000381469727","15.399999618530273","-4.299084401130676","-18.5","15.564103126525879","2.4286717414855956","-29.399999618530273","15.794872283935547","2.6486111879348755","-17.75","10.9375"
"31616","-13.326842117309571","-68","12.550000190734863","10.041841793060303","5.125","15.176470756530762","-4.546702575683594","-43.66666793823242","15.20588207244873","5.0325440764427185","-21","15.421052932739258","-1.7088231086730956","-35.66666793823242","13.69565200805664"
"31744","1.6720203399658202","-11.25","15.12121295928955","9.256156539916992","-5.142857551574707","15.6578950881958","6.071406984329224","-4.1666669845581055","15.125","7.382982444763184","-4.25","15.631579399108887","1.0318616390228272","-28","14.633334159851074"
"31872","10.744361114501952","-3","16.33333396911621","13.553508949279784","9.75","15.684210777282715","8.773939418792725","-9.5","16","-16.246753215789795","-110","15.371428489685059","-1.4722220102945964","-27","14.083333969116211"
"32000","-24.724654388427734","-145","14.483870506286621","4.646536946296692","-0.6363636255264282","13.583333969116211","-3.1626989364624025","-45.333335876464844","15.55555534362793","-31.30606062412262","-147","15.15151596069336","-9.990727043151855","-26","11.736842155456543"
"32128","-5.554271507263183","-46.5","14.86486530303955","-2.5493587493896483","-56","13.923077583312988","-7.482026100158691","-68","14","13.232773399353027","10.428571701049805","15.416666984558105","5.478968359529972","0.4000000059604645","11.94444465637207"
"32256","7.992592751979828","1.8000000715255737","14.185185432434082","-50.34821426868439","-93","6.357142925262451","-22.537037531534832","-56.66666793823242","9.38888931274414","13.092171986897787","9","15.15151596069336","-128.74666690826416","-200","13.75999927520752"
"32384","-55.482456588745116","-200","14.421052932739258","-19.065800857543945","-92","14.833333015441895","-2.176169455051422","-39","14.861111640930176","-49.41816873550415","-200","15.880952835083008","-63.26190531253815","-200","4.285714626312256"
"32512","-25.1733341217041","-62.66666793823242","12.319999694824219","-22.581818222999573","-81","15","-17.208333253860474","-67","15.416666984558105","-1.5238096714019775","-21.83333396911621","13","-16.447069764137268","-63.66666793823242","13.538461685180664"
"32640","-2.025000238418579","-24.571430206298828","10.071429252624512","12.212921714782714","5.125","14.866667747497559","5.23809552192688","-14.75","14.60714340209961","0.4035628318786621","-42.25","13.227272987365723","7.333666706085205","-12.25","16"
"32768","7.826839923858643","-14.333333969116211","15.928571701049805","9.986370372772218","2","15.518518447875977","-46.72777771949768","-200","15.88888931274414","5.646334457397461","-31","15.605263710021973","-16.638974475860596","-102","15.038461685180664"
"32896","-48.50049042701721","-200","15.264705657958984","-36.43434343338013","-113","9.5","-72.4166669845581","-200","-18.5","11.42479956150055","5.285714626312256","15.12121295928955","-12.5","-46.5","5.5"
"33024","-21.170040289560955","-81.5","15.605263710021973","7.147797775268555","-8","13.514286041259766","-13.598441410064698","-92","12.628571510314941","-8.282539558410644","-81.5","13.69444465637207","-14.920476531982422","-47.66666793823242","13.45714282989502"
"33152","-6.270783996582031","-25.85714340209961","14.90322494506836","13.574303245544433","12.217391967773438","15.03125","-12.30661907196045","-50.333335876464844","15.181818962097168","2.3685062885284425","-7.857143402099609","15.77500057220459","0.4914835453033447","-12.333333969116211","13.428571701049805"
"33280","-2.8058822631835936","-27","15.470588684082031","13.01218910217285","4","15.631579399108887","4.703409194946289","-15.800000190734863","15.36363697052002","0.09489731788635254","-9","15.129032135009766","0.4511112034320831","-23","13.166666984558105"
"33408","-10.675555634498597","-40.66666793823242","14.7333345413208","9.73807680606842","-0.8181818723678589","15.181818962097168","-36.54444427490235","-155","14.861111640930176","-1.3942420959472657","-32.75","14.766667366027832","-8.655555582046508","-34.25","10.55555534362793"
"33536","-28.557575607299803","-90","15.212121963500977","7.161605644226074","-25","16","-22.874074107408525","-96.5","14.296296119689941","-3.404594612121582","-39.66666793823242","15","-33.953333377838135","-137","7.066667079925537"
"33664","-27.3722225189209","-67","15.38888931274414","4.271813774108887","-32.5","15.769230842590332","-14.010952472686768","-36.25","5.428571701049805","-3.2902379989624024","-44","15.257143020629883","-35.95500030517578","-151","14.600000381469727"
"33792","-5.5","-5.5","-5.5","13.59933066368103","9.928571701049805","14.96875","-0.7929286956787109","-29","14.12121295928955","4.220313549041748","-29","15.513513565063477","-5.09563798904419","-29","14.551724433898926"
"33920","-138.26363636255263","-200","0.1818181872367859","-41.21978006362915","-200","15.615385055541992","-53.85378155708313","-200","15.342857360839844","-35.52151222229004","-200","15.578947067260742","4.787667942047119","-10.714285850524902","15.692307472229004"
"34048","-72.40000038146972","-200","-4","-17.873693466186523","-56.5","14.86486530303955","-33.64411771297455","-129","15.323529243469238","-19.723261260986327","-129","15.45714282989502","-7.818529510498047","-41","15.125"
"34176","-24.89109230041504","-49","14.586206436157227","2.8495140075683594","-17.80000114440918","15.692307472229004","-10.301666927337646","-48.400001525878906","15.416666984558105","1.4554693222045898","-43","15.257143020629883","-5.459166812896728","-29.33333396911621","11.6875"
"34304","1.0966663360595703","-19.666667938232422","15.399999618530273","5.842142152786255","-6.75","14.870966911315918","4.6333336472511295","-7","15.060606956481934","10.093978786468506","-4.599999904632568","14.90322494506836","3.9793956756591795","-7","14.625"
"34432","-33.43488693237305","-200","15.36842155456543","11.879987716674805","1","15.459460258483887","3.148571491241455","-19","15","7.963835906982422","-21.5","15.717948913574219","1.7122220993041992","-6.5","15.527777671813965"
"34560","-24.59954967498779","-47.66666793823242","13.918919563293457","-4.917831611633301","-42","16.045455932617188","-44.67666689157486","-94.5","0.6666666865348816","-4.001070022583008","-73","15.710526466369629","-58.604651260375974","-87","15.976743698120117"
"34688","-2.4908642768859863","-27","15.242424964904785","5.626608276367188","-16","15.605263710021973","-4.847142839431763","-48","15.028571128845215","5.657126998901367","-26.666667938232422","15.552631378173828","0.7655599117279053","-20","15.513513565063477"
"34816","-29.628070259094237","-110","15.526315689086914","9.675384712219238","4.875","15.371428489685059","-25.194369506835937","-120","15.486486434936523","3.3223981857299805","-6.5","15.323529243469238","-24.635501670837403","-105","15.878047943115234"
"34944","-57.8259699344635","-148","14.758620262145996","-9.34245491027832","-43","15.513513565063477","-66.43999977111817","-146","14.80000114440918","-3.595613956451416","-22.75","15.605263710021973","-3.7627706050872805","-36","15"
"35072","-83.2857141494751","-200","15.85714340209961","-13.179040241241456","-91.5","15.38888931274414","-19.208823585510252","-63","15.20588207244873","-9.633464431762695","-85","15.548386573791504","-27.775714302062987","-85","15.371428489685059"
"35200","-40.910000228881835","-104","15.399999618530273","1.487506890296936","-9.666666984558105","15.428571701049805","-9.783059024810791","-68.5","15.264705657958984","2.8558146476745607","-35","15.820512771606445","-14.072381401062012","-39.66666793823242","15"
"35328","-13.717042493820191","-96","16","10.643988704681396","6.099999904632568","14.806450843811035","9.071969914436341","-1.8333333730697632","15.15151596069336","1.4405372619628907","-32.5","16.5","11.951923179626466","2.875","16"
"35456","-50.12012004852295","-98","15.621622085571289","-52.497304344177245","-200","15.829267501831055","-69.5152027130127","-200","15.486486434936523","-9.625332176685333","-92","15.552631378173828","-92.38939380645752","-200","15.416666984558105"
"35584","-64.73901500701905","-120","15.242424964904785","-23.712747955322264","-117","15.212121963500977","-4.410476237535477","-15.5","15.514286041259766","1.4936063766479493","-20.666667938232422","14.774192810058594","-31.933334350585938","-117","15"
"35712","-0.05757570266723633","-23.33333396911621","14.969696998596191","7.357402801513672","-10.75","15.75","-1.3032130241394042","-53","15.378378868103027","8.779629707336426","-10.75","15.472222328186035","-4.646666717529297","-22.33333396911621","14.600000381469727"
"35840","-50.32439041137695","-180","15.878047943115234","7.97899980545044","-7.200000286102295","14.875","-49.013985824584964","-170","15.717948913574219","-27.51722469329834","-179","15.36842155456543","-40.61655178070068","-200","11.517241477966309"
"35968","-53.599999809265135","-162","15.181818962097168","-19.319722175598145","-70.5","13.88888931274414","-27.85952796936035","-162","15.486486434936523","-27.339721870422363","-115","15.513513565063477","-17.222017669677733","-59.66666793823242","15.631579399108887"
"36096","-50.88108177185059","-200","15.594594955444336","-0.31796979904174805","-33.75","15.631579399108887","3.389173698425293","-31.5","15.853657722473145","-2.6561538696289064","-20.80000114440918","15.769230842590332","-0.578809404373169","-22.33333396911621","15.314286231994629"
"36224","0.043181991577148436","-17.75","15.090909957885742","12.406601428985596","5.099999904632568","15.472222328186035","2.808516502380371","-38.5","15.54054069519043","7.6200000762939455","-2","16","3.513978385925293","-29","15.5"
"36352","-47.278543901443484","-200","15.38888931274414","-29.434634399414062","-200","15.264705657958984","5.677283191680909","-23.25","15.342857360839844","-11.16124981045723","-96","14.96875","-28.835352897644043","-200","15.6578950881958"
"36480","4.206543564796448","-20","15.631579399108887","1.4333986282348632","-9.800000190734863","15.361111640930176","10.160416984558106","-9.428571701049805","15.428571701049805","-2.1732632637023928","-33","15.371428489685059","4.063804721832275","-14","15.75"
"36608","-23.38998705148697","-141.5","15.54054069519043","7.645759010314942","-15.333333969116211","15.594594955444336","14.663664817810059","13.719999313354492","15.829267501831055","-20.779487228393556","-93","14.153846740722656","-10.094152069091797","-37.5","12.473684310913086"
"36736","-5.661274147033692","-22.25","15.486486434936523","10.461255097389222","0.6000000238418579","15.605263710021973","-28.169762420654298","-200","15.230770111083984","2.776983547210693","-37","14.916666984558105","10.123591589927674","1.3333333730697632","14.80000114440918"
"36864","-17.1964054107666","-92.5","15.361111640930176","7.125166130065918","-22.33333396911621","15.800000190734863","13.728908061981201","12.523809432983398","15.666666984558105","-37.94145393371582","-142","14.838708877563477","13.84138298034668","11.8125","15.25"
"36992","-7.000097846984863","-73.5","15.725000381469727","7.090685153007508","-12.333333969116211","15.800000190734863","-40.697295570373534","-200","14.806450843811035","-5.742987489700317","-73.5","14.620689392089844","-6.685603904724121","-40.66666793823242","15.648649215698242"
"37120","2.9166667461395264","-10.5","15.44444465637207","12.418501091003417","9","15.513513565063477","-28.86367702484131","-200","15.40540599822998","0.26307702958583834","-13","14.115385055541992","-1.3886040687561034","-57","15.27500057220459"
"37248","-10.114762306213379","-51.333335876464844","15.666666984558105","-3.7920183181762694","-76.5","15.769230842590332","10.156437993049622","-6.285714626312256","15.824999809265137","-8.87344331741333","-34","14.35714340209961","-7.599782156944275","-76.5","15.594594955444336"
"37376","-25.85115845998128","-108","15.264705657958984","-0.11598324775695801","-46.5","15.486486434936523","-51.672158908844","-200","15.212121963500977","-23.042063617706297","-108","14.678571701049805","10.78432011604309","4.222222328186035","15.486486434936523"
"37504","-25.937500381469725","-78.33333587646484","15.0625","-1.2879547119140624","-63.75","15.472222328186035","-55.58017997741699","-200","15.432433128356934","-5.260900592803955","-32.5","14.162162780761719","-15.549073219299316","-81.66667175292969","15.853657722473145"
"37632","3.2763160467147827","-15.5","15.605263710021973","10.261164093017578","2.75","15.666666984558105","6.318919086456299","-10","15.594594955444336","0.2946887969970703","-15.5","15.794872283935547","3.38238639831543","-29.666667938232422","15.15151596069336"
"37760","-60.81833362579346","-200","15.77500057220459","2.2451979488134386","-33","15.29411792755127","7.638157963752747","-7.800000190734863","15.552631378173828","-22.575512886047363","-81","15.725000381469727","-27.580952453613282","-58","15.928571701049805"
